sample,model,ink_pixels,orientation_entropy,long_line_ratio,component_count,mean_component_len,median_component_len,long_component_ratio,components_per_1k_ink_px
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep005,520,0.0,0.0,44,3.7954545454545454,1.0,0.20359281437125748,84.61538461538461
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep010,165,0.0,0.0,15,3.8666666666666667,2.0,0.3620689655172414,90.9090909090909
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep015,576,0.0,0.0,35,1.7428571428571429,1.0,0.0,60.763888888888886
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep020,5942,0.7323799723777488,0.42174352070010096,142,4.725352112676056,1.0,0.5096870342771982,23.897677549646584
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep025,12341,0.7912761311749563,0.5294546633173973,214,4.616822429906542,1.0,0.49898785425101216,17.340572076817114
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep030,12166,0.8140309451809994,0.43128390596745025,206,6.543689320388349,2.0,0.521513353115727,16.932434653953642
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep035,7880,0.8144156914258045,0.29746192893401013,137,8.007299270072993,3.0,0.5788514129443938,17.385786802030456
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep040,13165,0.8124428354942127,0.44215723509304977,212,8.882075471698114,2.0,0.6808284652150823,16.10330421572351
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep045,17004,0.8087860191280635,0.5284050811573747,248,9.721774193548388,3.0,0.5947739527167151,14.584803575629264
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep050,7291,0.8233790316227364,0.3079138664106433,131,10.854961832061068,4.0,0.7018284106891702,17.96735701549856
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep055,9594,0.7992408581758951,0.4815509693558474,151,11.218543046357615,3.0,0.6818181818181818,15.739003543881594
lineart_004_010,combined_koma_unet_skip0_finegrid_20260803_ep060,9988,0.8203390565553034,0.36373648378053663,182,10.12087912087912,5.0,0.5754614549402823,18.221866239487383
lineart_004_013,GT,15295,0.7296113825356104,0.6294867603792089,395,15.00759493670886,3.0,0.7624831309041835,25.82543314808761
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep005,305,0.0,0.0,46,4.3478260869565215,1.0,0.575,150.81967213114754
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep010,27,0.0,0.0,4,5.75,2.0,0.0,148.14814814814815
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep015,439,0.0,0.0,55,2.8181818181818183,1.0,0.0,125.28473804100229
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep020,6534,0.0,0.39470462197734923,161,4.739130434782608,1.0,0.4076015727391874,24.640342822161006
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep025,15098,0.7961993479613507,0.6135249701947277,249,5.718875502008032,1.0,0.5028089887640449,16.492250629222415
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep030,12986,0.8134765651803799,0.5532111504697367,172,8.517441860465116,2.0,0.6477815699658703,13.245033112582782
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep035,9136,0.7917701607047571,0.5036120840630472,162,8.197530864197532,2.0,0.5798192771084337,17.732049036777585
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep040,12812,0.8045185020516437,0.535435529191383,186,10.021505376344086,2.0,0.6791845493562232,14.517639712769277
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep045,15757,0.7949335711946195,0.6450466459351399,191,11.120418848167539,3.0,0.6388888888888888,12.121596750650506
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep050,11218,0.8075198106012071,0.4466036726689249,161,12.881987577639752,6.0,0.6639344262295082,14.35193439115707
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep055,11397,0.7853613053012648,0.35676055102219884,169,11.798816568047338,5.0,0.6444332998996991,14.82846363078003
lineart_004_013,combined_koma_unet_skip0_finegrid_20260803_ep060,8196,0.8054884271859916,0.3695705222059541,133,12.097744360902256,5.0,0.6289620882535737,16.227428013665204
lineart_004_020,GT,12593,0.7131212160512787,0.7624870960057175,289,16.878892733564015,3.0,0.8116031160311603,22.94925752402128
lineart_004_020,combined_koma_unet_skip0_finegrid_20260803_ep005,480,0.0,0.0,67,2.4029850746268657,1.0,0.0,139.58333333333334
lineart_004_020,combined_koma_unet_skip0_finegrid_20260803_ep010,100,0.0,0.0,6,8.666666666666666,3.0,0.5961538461538461,60.0
lineart_004_020,combined_koma_unet_skip0_finegrid_20260803_ep015,548,0.0,0.0,100,1.78,1.0,0.11235955056179775,182.4817518248175
lineart_004_020,combined_koma_unet_skip0_finegrid_20260803_ep020,6509,0.70526049526714,0.5653710247349824,147,4.210884353741497,1.0,0.36995153473344106,22.584114303272393
lineart_004_020,combined_koma_unet_skip0_finegrid_20260803_ep025,13996,0.710058213777174,0.7795798799657044,185,7.8432432432432435,1.0,0.638869745003446,13.21806230351529
lineart_004_020,combined_koma_unet_skip0_finegrid_20260803_ep030,12544,0.7206839264024085,0.7373246173469388,125,12.848,2.0,0.7521793275217933,9.964923469387754
lineart_004_020,combined_koma_unet_skip0_finegrid_20260803_ep035,8201,0.7292914003095693,0.5607852700890136,113,8.460176991150442,1.0,0.6809623430962343,13.778807462504574
