sample,model,precision_2px,recall_2px,f1_2px,chamfer_px,pred_ink,target_ink,ink_ratio
lineart_004_002,combined_koma_direct_unet_finegrid_ep025,0.2564434845212383,0.08469750889679716,0.12733810788401687,11.082932710647583,0.030143229166666667,0.0548828125,0.5492289442467378
lineart_004_002,combined_koma_direct_unet_finegrid_ep055,0.22062314540059347,0.15634638196915776,0.1830048747054564,10.631553173065186,0.058506944444444445,0.0548828125,1.0660340055357849
lineart_004_002,combined_koma_direct_unet_blend_weight_ep25ep55,0.18891643059490085,0.15334124159746937,0.16927994536994356,10.925911903381348,0.07354166666666667,0.0548828125,1.3399762752075919
lineart_004_002,combined_koma_direct_unet_blend_logit_ep25ep55,0.24170807036390493,0.08793989719256623,0.12896049695664566,11.447613000869751,0.03232204861111111,0.0548828125,0.588928430209569
lineart_004_003,combined_koma_direct_unet_finegrid_ep025,0.27494181536074475,0.07408538447443963,0.11671967175463563,11.363170385360718,0.02797309027777778,0.07106336805555556,0.3936358639223111
lineart_004_003,combined_koma_direct_unet_finegrid_ep055,0.26612683723462166,0.1595920112380138,0.19952941877514652,9.936018705368042,0.06378472222222223,0.07106336805555556,0.897575276369633
lineart_004_003,combined_koma_direct_unet_blend_weight_ep25ep55,0.2153928790669122,0.11567825077872107,0.15051914367930896,10.614502668380737,0.0565625,0.07106336805555556,0.7959445428449275
lineart_004_003,combined_koma_direct_unet_blend_logit_ep25ep55,0.28957703927492445,0.08074268612960361,0.12627589830368366,10.608690738677979,0.028732638888888887,0.07106336805555556,0.40432419226775784
lineart_004_006,combined_koma_direct_unet_finegrid_ep025,0.2356051703877791,0.08045503256120683,0.11994943671030298,11.839741706848145,0.029548611111111112,0.05265190972222222,0.5612068254884182
lineart_004_006,combined_koma_direct_unet_finegrid_ep055,0.23932312651087834,0.16882367488253236,0.19798469356617124,10.194017887115479,0.053862847222222225,0.05265190972222222,1.0229989283653451
lineart_004_006,combined_koma_direct_unet_blend_weight_ep25ep55,0.1912369083918865,0.15588162558733823,0.1717587350389554,11.000160694122314,0.06547743055555555,0.05265190972222222,1.2435908004286538
lineart_004_006,combined_koma_direct_unet_blend_logit_ep25ep55,0.2393448102958382,0.08284560217624268,0.12308662312188148,11.35228443145752,0.025967881944444444,0.05265190972222222,0.493199241612398
lineart_004_008,combined_koma_direct_unet_finegrid_ep025,0.2640096295305604,0.08851054233848235,0.1325747424236053,11.350881338119507,0.032452256944444445,0.07698784722222222,0.4215244108693201
lineart_004_008,combined_koma_direct_unet_finegrid_ep055,0.2070889399409255,0.1067764122223475,0.1409025485955419,10.915752410888672,0.039674479166666665,0.07698784722222222,0.515334310519788
lineart_004_008,combined_koma_direct_unet_blend_weight_ep25ep55,0.24367088607594936,0.15565452700417184,0.18996274854778308,10.299276351928711,0.06034722222222222,0.07698784722222222,0.783853873040929
lineart_004_008,combined_koma_direct_unet_blend_logit_ep25ep55,0.22155807929866508,0.058011049723756904,0.09194732479825493,11.470732927322388,0.02178385416666667,0.07698784722222222,0.2829518547750592
lineart_004_009,combined_koma_direct_unet_finegrid_ep025,0.5270002477086946,0.16438280777062353,0.2505985060744977,8.877185702323914,0.03504340277777778,0.0788671875,0.4443343789554785
lineart_004_009,combined_koma_direct_unet_finegrid_ep055,0.33365158169435427,0.24219910846953938,0.2806634324005926,9.400664806365967,0.06819010416666667,0.0788671875,0.8646194485719002
lineart_004_009,combined_koma_direct_unet_blend_weight_ep25ep55,0.3343252894708365,0.23163282152880965,0.2736623386200196,9.73282527923584,0.08021701388888888,0.0788671875,1.0171151835342027
lineart_004_009,combined_koma_direct_unet_blend_logit_ep25ep55,0.5190552871712292,0.18056243464861593,0.26792313415127433,8.752963066101074,0.03234375,0.0788671875,0.41010401188707274
lineart_004_010,combined_koma_direct_unet_finegrid_ep025,0.38011262596324835,0.18821638993036957,0.2517676353837519,8.684842348098755,0.029288194444444443,0.040516493055555554,0.7228709159078736
