rank,page,source_page,line_x,line_y,rough_x,rough_y,dx,dy,line_ink,line_edges,rough_edges,rough_std,edge_f1,chamfer,orientation_entropy,match_score
221,0033,page0033.clip,1440,3600,1584,3744,144,144,0.05295138888888889,5172,6242,24.820120800600698,0.5326023865181618,9.606398582458496,0.6398870710732865,1.253641872957739
222,0019,page0019.clip,2880,5040,2712,5120,-168,80,0.08790798611111111,5106,5517,30.034969456191813,0.4914348978071931,9.089696407318115,0.7673303308505176,1.2530994722527566
223,0009,page0009.clip,2880,1440,2912,1448,32,8,0.038276909722222224,4965,10042,28.127603053230956,0.504824653958982,9.362223863601685,0.7464958899341939,1.2488752090219284
224,0021,page0021.clip,3600,4320,3720,4496,120,176,0.02151909722222222,1332,1821,20.080810702966875,0.5287223582180532,9.465490818023682,0.621982698285886,1.2480997861142387
225,0023,page0023.clip,2160,1440,2208,1600,48,160,0.0541796875,7268,13418,39.48501940042924,0.4687603699352509,8.733655452728271,0.8100534749619477,1.2451135391001582
226,0038,page0038.clip,2160,5040,2264,4848,104,-192,0.15404513888888888,18086,10667,41.12326496703755,0.5048868408589388,9.2012939453125,0.6976688569876288,1.2423105008222968
227,0002,page0002.clip,720,720,640,544,-80,-176,0.05639756944444444,3443,3308,25.015277531330906,0.5353222781404334,10.234820365905762,0.758715229181147,1.2366195008659324
228,0016,page0016.clip,0,4320,0,4440,0,120,0.011059027777777777,858,2345,15.22983752463885,0.5417661376328127,9.115696549415588,0.4369801529787773,1.2352755006639675
229,0033,page0033.clip,2880,5040,2984,5200,104,160,0.030056423611111112,4425,7921,24.012118973730296,0.5317939180323515,9.800283908843994,0.6704258964812434,1.2352535255779535
230,0025,page0025.clip,720,1440,552,1408,-168,-32,0.044071180555555554,4577,2300,25.16045185091052,0.5013587011142451,9.245993375778198,0.7214308714188196,1.2347395275506412
231,0032,page0032.clip,3600,5760,3544,5624,-56,-136,0.07956597222222223,6986,12215,29.371965545840506,0.4726435458194158,8.377973556518555,0.6673124742191974,1.2214729971687261
232,0020,page0020.clip,2160,720,2200,632,40,-88,0.022400173611111112,1981,2268,17.269410797746314,0.525538250429397,10.06328821182251,0.7393698329895747,1.2065294761741425
233,0026,page0026.clip,720,1440,672,1432,-48,-8,0.034995659722222225,2938,5276,28.84477633583158,0.5227894307784479,9.713800430297852,0.6688467578103892,1.2062644740809803
234,0004,page0004.clip,1440,720,1632,864,192,144,0.020616319444444444,1543,4183,31.07292487855335,0.4713477130437285,7.835070848464966,0.5189365241105104,1.2048736148140575
235,0040,page0040.clip,720,4320,648,4488,-72,168,0.08241753472222223,9385,7468,23.19172779370773,0.5439559987034372,9.672674894332886,0.5115189811081061,1.1944601995370938
236,0032,page0032.clip,1440,5040,1464,4944,24,-96,0.07015190972222222,1871,5697,27.664317754691904,0.4939618552027029,8.869906067848206,0.61911370022799,1.1911190226262653
237,0032,page0032.clip,3600,5040,3528,4920,-72,-120,0.012352430555555556,1354,3764,15.53557243743308,0.5138414255074182,9.703026294708252,0.698130744374784,1.1871064640952675
238,0023,page0023.clip,2880,3600,2960,3792,80,192,0.04624565972222222,4949,8857,23.290507635197656,0.4936687112183858,9.518176794052124,0.7746478973972891,1.1844265151993354
239,0023,page0023.clip,0,3600,96,3408,96,-192,0.0123828125,1979,2528,12.408862177183371,0.5278532074581642,9.09019136428833,0.4453462729760109,1.177504782813964
240,0012,page0012.clip,1440,5760,1616,5944,176,184,0.07330729166666666,3510,8161,29.787080710184966,0.5328956853128217,10.152952432632446,0.6790963114199732,1.1771649891735976
241,0027,page0027.clip,3600,5760,3760,5952,160,192,0.03599392361111111,3565,6026,22.56477127877386,0.5340962322580336,10.54526162147522,0.7539863524243916,1.1646179189346375
242,0020,page0020.clip,2880,720,2992,632,112,-88,0.032556423611111114,2222,3688,30.41178821175848,0.5393206640966915,10.571123123168945,0.7271124029049191,1.1640686181736037
243,0009,page0009.clip,3600,5040,3776,4992,176,-48,0.0263671875,2208,6196,32.09258627127038,0.5442078838220523,9.584748983383179,0.4484349889642322,1.1628376136050114
244,0037,page0037.clip,1440,2160,1576,2352,136,192,0.14807291666666667,9858,19600,61.602245499827625,0.49563289178651393,8.939884662628174,0.5834057466557245,1.1569121237315145
245,0008,page0008.clip,1440,0,1312,0,-128,0,0.012973090277777778,932,1841,15.266165121799308,0.5536709537716212,10.156786441802979,0.5135557375382117,1.1478420705280796
246,0004,page0004.clip,1440,4320,1624,4408,184,88,0.020872395833333335,1336,1794,19.11402240604424,0.47382548228609106,8.81549882888794,0.6745841782460146,1.145694988249679
247,0025,page0025.clip,1440,4320,1392,4256,-48,-64,0.027730034722222224,3636,4026,26.9458363876518,0.5024527867433988,9.78835391998291,0.7307370291550752,1.139182773044472
248,0005,page0005.clip,4481,2160,4449,2336,-32,176,0.01761284722222222,2083,1304,12.330577792235912,0.5704328700698076,9.918826222419739,0.33208338294723194,1.1340658122228757
249,0002,page0002.clip,2160,2880,2144,2760,-16,-120,0.057664930555555556,6782,11400,43.26455983461034,0.4830741327106787,9.247420310974121,0.7055494867108689,1.1303261907272648
250,0020,page0020.clip,720,720,792,648,72,-72,0.03700954861111111,2874,4253,28.45079982744402,0.5055411767730169,9.925413131713867,0.726812041777896,1.1240728909446278
251,0027,page0027.clip,1440,1440,1592,1424,152,-16,0.031727430555555554,1618,3175,17.37754593672904,0.48659712308166747,8.77878475189209,0.5365481635330978,1.1064671958563972
252,0032,page0032.clip,0,720,64,816,64,96,0.027061631944444445,1073,3177,17.655142527507913,0.5037134353899375,8.356101870536804,0.3189641596528905,1.1025181305646392
253,0005,page0005.clip,2160,2880,2240,2992,80,112,0.10389322916666667,7080,10970,30.647761595219404,0.4984281795421148,10.223560333251953,0.8176213664345787,1.1015259242078468
254,0025,page0025.clip,720,3600,712,3536,-8,-64,0.02829861111111111,3190,5677,37.96105933033653,0.5076047209681637,9.611227750778198,0.596034442474613,1.092605608664869
255,0023,page0023.clip,720,3600,880,3776,160,176,0.04071180555555556,3831,4968,24.085135423818564,0.489790531996949,9.906121253967285,0.7729904662237513,1.0861207821702887
256,0020,page0020.clip,720,5040,744,5056,24,16,0.040026041666666665,3287,4250,24.057669843493485,0.5193019872101651,10.544232845306396,0.7480141984007572,1.086074725710152
257,0001,page0001.clip,2880,2880,2976,2880,96,0,0.06697916666666667,8785,12722,45.142444432188796,0.5174132079280532,9.746670246124268,0.5549173500818345,1.0816658704808804
258,0025,page0025.clip,720,2880,696,2792,-24,-88,0.020694444444444446,1724,3183,31.90637101062471,0.49911306325787674,10.149766206741333,0.7602354086082523,1.073800401827719
259,0016,page0016.clip,4320,1440,4392,1600,72,160,0.01228298611111111,915,2646,23.97905996896737,0.48883022079879973,8.630705952644348,0.4360616072993154,1.066859199304581
260,0031,page0031.clip,2880,2880,3000,3072,120,192,0.020147569444444444,1997,6191,20.194996647001638,0.48117129478055903,8.795436382293701,0.5179314824859882,1.0611143834328454
261,0020,page0020.clip,2160,3600,2256,3536,96,-64,0.09637152777777777,8671,9369,34.50781882001073,0.4837948450577215,9.83747911453247,0.7465536498442619,1.048721322257523
262,0026,page0026.clip,2880,1440,2816,1320,-64,-120,0.09163628472222222,6402,6625,24.95263277282712,0.5123096830061262,10.357337474822998,0.6978659314980602,1.0483736652644797
263,0040,page0040.clip,4320,2160,4168,2336,-152,176,0.017408854166666668,2372,3725,18.644893200470204,0.516427312489111,9.732157230377197,0.5142227589581333,1.0470833235366224
264,0020,page0020.clip,2160,2880,2208,2720,48,-160,0.04084201388888889,4186,4349,22.492828678825354,0.5052694023447699,9.719004154205322,0.574704244987988,1.0423095768731756
265,0001,page0001.clip,2880,4320,2968,4368,88,48,0.06671006944444445,7063,11273,43.113465257906,0.4773038468332804,9.819310665130615,0.7739020077945172,1.0417787073758928
266,0005,page0005.clip,720,2880,896,3072,176,192,0.047026909722222225,4456,5241,17.228054703560893,0.5141349124635091,10.254706859588623,0.6513271312677938,1.0407948954140558
267,0011,page0011.clip,0,720,176,912,176,192,0.028645833333333332,1815,2623,14.129613150856589,0.5450502683815478,10.935117244720459,0.6247819910702532,1.0380534858198496
268,0032,page0032.clip,2160,6480,2120,6312,-40,-168,0.013129340277777778,935,4551,28.620348713478183,0.4824441860362162,9.67992639541626,0.6951502562579194,1.0323558561041644
269,0027,page0027.clip,1440,4320,1608,4512,168,192,0.05776041666666667,4836,6625,31.01431840265962,0.47517395677251173,9.479612350463867,0.6862269738059267,1.0289288928145264
270,0027,page0027.clip,0,5040,192,5232,192,192,0.04595486111111111,7540,9557,29.0316744967286,0.4907611538564295,9.991485595703125,0.7166928797260901,1.0288629539223941
271,0016,page0016.clip,2160,720,2096,912,-64,192,0.11920138888888888,6785,10271,36.36596959879966,0.47048487319112525,9.202430248260498,0.6431047873922161,1.0264221462172998
272,0009,page0009.clip,2880,720,2912,728,32,8,0.04715277777777778,5890,9290,24.72183333472125,0.49798669066760326,10.288053512573242,0.7352753557766228,1.0205430354446658
273,0040,page0040.clip,720,5760,632,5920,-88,160,0.03452690972222222,3538,4014,16.49195198800419,0.510030606894175,10.714051246643066,0.7500365628266932,1.0073720354036162
274,0020,page0020.clip,720,5760,792,5664,72,-96,0.024375,1618,3549,31.12373954673522,0.4753042121379813,9.82463002204895,0.7387385037399943,1.0025858592721117
275,0004,page0004.clip,720,720,880,912,160,192,0.07046875,5980,8194,44.601351181932394,0.45510557454249984,9.38265085220337,0.7426070264874808,0.9930833234618098
276,0005,page0005.clip,0,3600,192,3768,192,168,0.010525173611111112,1604,3025,12.215654243204146,0.5026784022598481,9.337105751037598,0.43139835808157423,0.9910895475569801
277,0025,page0025.clip,2880,1440,2824,1376,-56,-64,0.025924479166666667,2004,2228,25.691317764881074,0.502145945210355,9.730611085891724,0.532572948061366,0.9906658673225233
278,0002,page0002.clip,1440,2880,1384,2728,-56,-152,0.052022569444444444,4736,8324,43.468121296886885,0.46146900772532723,9.406283378601074,0.704630509271282,0.989792770323447
279,0014,page0014.clip,0,4320,128,4344,128,24,0.018741319444444446,1270,1786,15.797793591750278,0.5471003680493385,11.112531661987305,0.5871165810108576,0.9826887726579173
280,0012,page0012.clip,0,5760,64,5768,64,8,0.024171006944444445,4239,3776,18.015330314172402,0.48547343655082736,8.78429388999939,0.3729707309801136,0.9688849895383498
281,0010,page0010.clip,2160,5040,2344,5232,184,192,0.033077256944444446,2433,3533,18.670091685563424,0.45442009338467837,9.114177227020264,0.6354330815961738,0.9576114867962783
282,0015,page0015.clip,4320,2160,4304,2352,-16,192,0.022183159722222224,960,2210,12.829573788516793,0.5434919833354375,10.474025249481201,0.4121688175235687,0.9523899207998019
283,0015,page0015.clip,4481,2160,4465,2352,-16,192,0.022183159722222224,960,2210,12.829627712071048,0.5434919833354375,10.474025249481201,0.4121688175235687,0.9523899207998019
284,0001,page0001.clip,2160,2160,2216,2136,56,-24,0.03493489583333333,3972,6800,41.10009450454758,0.5157646963742715,10.85038423538208,0.6768752413898,0.9502468279067814
285,0009,page0009.clip,2880,2160,2856,2152,-24,-8,0.030299479166666667,4072,8678,26.74404309732878,0.5106665103675403,10.779372692108154,0.688331948335797,0.948123572084708
286,0016,page0016.clip,1440,3600,1248,3440,-192,-160,0.06366753472222222,4965,12003,29.808979202622073,0.48039539169723156,8.752526998519897,0.3638879611352463,0.9425819276903753
287,0038,page0038.clip,1440,2160,1480,2120,40,-40,0.061614583333333334,5785,12360,40.5183411011006,0.46558007411796876,9.91632342338562,0.747067924126595,0.9422900252139957
288,0001,page0001.clip,0,4320,0,4416,0,96,0.04911024305555556,5094,10186,40.96443138195078,0.47737594729856964,9.1240816116333,0.474086145836094,0.941332330835063
289,0023,page0023.clip,3600,3600,3632,3792,32,192,0.04529513888888889,2698,5170,17.5961561556955,0.469641572508786,9.846158981323242,0.7020799103189684,0.9406399945344561
290,0001,page0001.clip,720,3600,656,3704,-64,104,0.05816840277777778,7220,5362,34.39069577833903,0.4813188929504228,9.782246828079224,0.6101279564779004,0.9382474643185894
291,0008,page0008.clip,1440,2160,1392,2048,-48,-112,0.04924045138888889,3984,12605,32.42332698588934,0.4817566090107665,10.208790302276611,0.7112151390190344,0.9359970958137377
292,0023,page0023.clip,2160,5760,2256,5864,96,104,0.031440972222222224,2871,8424,25.10121986442188,0.47792630716225937,10.304165840148926,0.7556942035858708,0.9333537306502081
293,0008,page0008.clip,1440,2880,1352,2736,-88,-144,0.09845052083333333,7629,13008,34.48748184576191,0.45694387745512155,9.714884757995605,0.7386722045741189,0.932680199335782
294,0038,page0038.clip,4320,1440,4144,1608,-176,168,0.01982204861111111,2179,1314,12.746634797807621,0.5660897369484285,10.535711288452148,0.25985737387465846,0.931192326151439
295,0017,page0017.clip,720,720,632,688,-88,-32,0.025173611111111112,1271,1321,14.533906397602097,0.47665291938366905,9.602704524993896,0.5789784303596731,0.9259064362073046
296,0025,page0025.clip,3600,720,3504,912,-96,192,0.01001736111111111,663,1526,19.29798802452203,0.4721758340922033,8.573315858840942,0.34375436284864314,0.9212194889717424
297,0008,page0008.clip,3600,720,3464,528,-136,-192,0.02378472222222222,3398,3515,28.95375967411146,0.5204665254267926,9.242693424224854,0.2014252852519052,0.9149341704905165
298,0009,page0009.clip,2880,5040,2960,5064,80,24,0.06321614583333333,6296,10923,35.50638635061609,0.5015516323136388,10.943073749542236,0.7360321833025637,0.9079691583017977
299,0020,page0020.clip,3600,2160,3664,2056,64,-104,0.0591015625,8696,10959,41.60390920179281,0.4761213098048214,10.383301734924316,0.7527626482831834,0.9061563206657905
300,0020,page0020.clip,720,0,784,192,64,192,0.019605034722222223,1231,2742,20.167383311989248,0.47480606600156405,8.849535942077637,0.3730625759533903,0.9025732023550053
301,0006,page0006.clip,3600,1440,3760,1560,160,120,0.03072482638888889,2135,5461,24.39696656559255,0.46478699889989444,9.332786321640015,0.5464988911627702,0.8945768431016852
302,0038,page0038.clip,3600,5040,3488,4888,-112,-152,0.013580729166666666,1674,3622,24.59683709476179,0.4961712226003074,9.859936356544495,0.4733153100927612,0.8875210897668466
303,0019,page0019.clip,2160,720,1984,736,-176,16,0.030807291666666667,3558,5102,27.43556045448277,0.4723113270839318,10.387789726257324,0.7498673608310039,0.8838925788329973
304,0019,page0019.clip,1440,5760,1248,5856,-192,96,0.13866753472222224,3623,5905,34.879274612869146,0.465543776788381,10.17251443862915,0.7338117369259046,0.8802653857567987
305,0001,page0001.clip,2160,1440,2208,1424,48,-16,0.04956597222222222,4579,9523,41.973705325575075,0.4783374343580215,10.252440452575684,0.6712589056825896,0.8782062058210425
306,0020,page0020.clip,2880,5040,2912,4984,32,-56,0.074765625,10454,6528,25.932100801570144,0.4806345024711789,10.436592817306519,0.6992325962140213,0.8752400258658077
307,0028,page0028.clip,0,2160,160,2344,160,184,0.028723958333333334,3166,3811,20.49618500165373,0.47177838318006715,10.067452430725098,0.6463863562363122,0.8625105147443659
308,0029,page0029.clip,1440,4320,1560,4384,120,64,0.015855034722222223,1334,2058,20.754944503429396,0.530420884389984,11.699713706970215,0.6863399510386594,0.8612336413868042
309,0040,page0040.clip,2880,5760,2768,5920,-112,160,0.019578993055555556,2114,3474,14.197469560572795,0.4706413465863475,10.038881063461304,0.6355632812605629,0.8538811452479271
310,0028,page0028.clip,0,2880,176,2992,176,112,0.01965277777777778,4996,6258,26.018919179534688,0.4704469465381622,10.124295234680176,0.6522679365803715,0.8491900350190733
311,0028,page0028.clip,3600,3600,3464,3456,-136,-144,0.021493055555555557,2845,6051,20.42666948735124,0.5027132844835986,10.243133544921875,0.4800794561058579,0.8490032783183041
312,0020,page0020.clip,4320,2160,4208,2136,-112,-24,0.0117578125,1843,1045,12.269229402529575,0.5176778637143081,11.578201055526733,0.7172551273556557,0.8465532093507184
313,0031,page0031.clip,2880,3600,2992,3792,112,192,0.04554253472222222,2023,9155,27.68659536452345,0.47760744161582497,9.416552782058716,0.4198870094930794,0.8406362592618452
314,0015,page0015.clip,720,2160,832,2128,112,-32,0.046545138888888886,3862,1733,30.13963964820738,0.5045627512867598,9.565974473953247,0.2883026903827336,0.8402610139493364
315,0018,page0018.clip,3600,4320,3792,4352,192,32,0.04497829861111111,4878,15187,29.856977555240434,0.470911717520982,9.73796033859253,0.5364013650905661,0.836087611958857
316,0008,page0008.clip,0,4320,0,4128,0,-192,0.015338541666666667,1027,2895,17.499404150313747,0.5006436187395312,10.319064378738403,0.49414903140887634,0.8347244430770768
317,0005,page0005.clip,2160,2160,2256,2344,96,184,0.03924045138888889,2832,5983,22.210895609912097,0.4903532725332143,10.620340347290039,0.6309012313765027,0.8324192783092655
318,0001,page0001.clip,1440,2880,1472,2856,32,-24,0.07241319444444444,4918,10728,49.479734069833874,0.47175984663905857,10.372333526611328,0.6828200026321646,0.8305885299787588
319,0019,page0019.clip,720,2160,528,2168,-192,8,0.039288194444444445,3959,5597,33.657490067276754,0.48562449628830523,11.058192729949951,0.7618064877567715,0.8259291256569532
320,0007,page0007.clip,4320,720,4256,912,-64,192,0.023042534722222223,3123,6617,17.87395542041372,0.4875135059839751,9.400469303131104,0.33515919410504763,0.825601024577693
321,0008,page0008.clip,720,720,616,656,-104,-64,0.027569444444444445,6117,5544,27.59518263533573,0.5115919020058814,10.138503074645996,0.3636822274356395,0.8212046770487197
322,0035,page0035.clip,2880,5040,2952,5232,72,192,0.0554296875,2682,6615,21.558549971888926,0.47672876979973483,10.219623565673828,0.5929642921717707,0.8140905696013252
323,0025,page0025.clip,1440,1440,1424,1464,-16,24,0.018298611111111113,1614,1173,14.734222401931095,0.4917895441488385,10.5050048828125,0.5691294062261337,0.8132502691625993
324,0006,page0006.clip,0,2880,144,2896,144,16,0.05688802083333333,6407,3555,33.372064815774266,0.4802838979301674,10.17004919052124,0.5558402133625473,0.8120818222366268
325,0008,page0008.clip,0,5040,0,5016,0,-24,0.025503472222222223,978,2594,16.327681214708605,0.4344520716409901,8.416268110275269,0.4006410620503203,0.8095195857901532
326,0001,page0001.clip,3600,4320,3664,4304,64,-16,0.054774305555555555,6122,7788,25.02669861688676,0.4811195442612549,10.684815406799316,0.6724265769542301,0.8065759015097952
327,0007,page0007.clip,0,5040,48,5168,48,128,0.02115017361111111,4350,2485,12.186371236902767,0.5097168814366546,11.136747360229492,0.6060734890365406,0.8060937263666067
328,0015,page0015.clip,720,5040,896,5168,176,128,0.045564236111111114,2780,6703,27.80524529133854,0.5132463817439817,11.778979778289795,0.7357684258394791,0.799050693733533
329,0025,page0025.clip,1440,0,1408,8,-32,8,0.022052951388888888,2295,2520,24.177076182400505,0.49378757515030064,11.041499614715576,0.6714444665896852,0.7977935260801359
330,0015,page0015.clip,3600,1440,3792,1464,192,24,0.02830295138888889,1421,4915,27.86581684295834,0.451973059478778,9.762776374816895,0.6054171176997046,0.7916437165902748
331,0039,page0039.clip,2160,4320,2352,4488,192,168,0.02298611111111111,1440,4830,29.915936373411693,0.47809951693468117,9.988964319229126,0.4967828641186385,0.7901310121224915
332,0023,page0023.clip,2880,2160,2992,2256,112,96,0.04858940972222222,4322,6415,20.80681872669185,0.49289446303290063,10.279186248779297,0.47239604481309083,0.7865519012591164
333,0026,page0026.clip,720,720,616,680,-104,-40,0.028880208333333334,1987,4258,29.381374831781024,0.4643969960886522,10.203174352645874,0.6312492300373276,0.7863494939439482
334,0005,page0005.clip,1440,3600,1568,3792,128,192,0.039388020833333336,3475,4622,22.146757451604003,0.4547331299694298,10.660475730895996,0.7969054196859195,0.779094839416685
335,0032,page0032.clip,3600,720,3520,840,-80,120,0.04138454861111111,6508,8635,25.209565040781964,0.4827836544019085,11.333810806274414,0.7898070913360008,0.7790017838234606
336,0025,page0025.clip,1440,3600,1392,3528,-48,-72,0.029796006944444446,4859,4506,28.198721908972193,0.46200724110338576,9.871403217315674,0.5510604368843783,0.7766039115612968
337,0005,page0005.clip,1440,0,1488,136,48,136,0.017491319444444445,1112,1704,12.561410317575696,0.4655481926625342,10.298066139221191,0.628106400113428,0.770612855559175
338,0015,page0015.clip,2880,3600,3064,3736,184,136,0.04509548611111111,3331,4766,25.593454538477353,0.49954926487138107,11.629733562469482,0.7457803674602203,0.7684239058311849
339,0028,page0028.clip,2160,5040,2304,5208,144,168,0.030542534722222223,4251,7092,19.30813255881963,0.45920679365158296,10.308733701705933,0.6676320246851135,0.7683928476648191
340,0020,page0020.clip,2160,5760,2256,5696,96,-64,0.054040798611111114,4086,5609,29.154777559046597,0.4889063899666587,11.158197402954102,0.6904509310830593,0.7652532141089204
341,0040,page0040.clip,3600,1440,3496,1632,-104,192,0.03769097222222222,6902,7450,25.111315826450273,0.48319191155490204,11.113443374633789,0.7124808678124184,0.763255577097687
342,0025,page0025.clip,0,4320,64,4264,64,-56,0.03634548611111111,2318,3152,27.121543394348052,0.442528017608432,10.439451217651367,0.7970223787064725,0.7623677474770647
343,0029,page0029.clip,2160,2880,2240,2920,80,40,0.025846354166666665,3391,6535,29.614668793782947,0.4620093872139376,10.570451974868774,0.7020753528509813,0.7576168233767179
344,0019,page0019.clip,720,3600,544,3608,-176,8,0.029058159722222223,2484,3020,24.96081761136801,0.48076357766088645,11.108089923858643,0.7091007137397594,0.749480474524511
345,0012,page0012.clip,3600,5040,3720,5016,120,-24,0.02615451388888889,1409,3818,28.028385898936772,0.44955993402291455,10.470885753631592,0.7381507342897009,0.7441431068200153
346,0002,page0002.clip,1440,3600,1488,3704,48,104,0.03648003472222222,4034,4293,29.596026117292542,0.4900868365460577,11.62197494506836,0.7692017711260598,0.7414006106174644
347,0008,page0008.clip,2880,1440,2816,1312,-64,-128,0.060386284722222225,5508,9469,36.13830718950398,0.4597028356222309,10.540600299835205,0.6701426138658351,0.7265082092367816
348,0025,page0025.clip,1440,720,1264,760,-176,40,0.13866753472222224,10813,12493,42.90370250375619,0.4608806959091625,10.613414764404297,0.6755694068781297,0.7221760521674571
349,0008,page0008.clip,720,1440,576,1368,-144,-72,0.03340277777777778,2908,3973,27.027380760731724,0.4972206683628796,10.69758152961731,0.46316386197826775,0.7171181254735501
350,0016,page0016.clip,1440,1440,1536,1288,96,-152,0.10995225694444444,7610,11247,44.377393388248336,0.4740182676522053,10.684858322143555,0.5977740040186129,0.7113388770472056
351,0019,page0019.clip,1440,2160,1264,2184,-176,24,0.041905381944444445,3573,4992,27.473875069976174,0.4309932529796901,10.031654834747314,0.7000546195188513,0.7086789935640688
352,0031,page0031.clip,720,5040,896,5200,176,160,0.06154513888888889,3599,3240,14.618911781700634,0.44100861582925793,9.721848964691162,0.5586999045910803,0.7076332098809217
353,0009,page0009.clip,2160,5040,2152,5088,-8,48,0.067421875,3925,8197,30.831291649271364,0.44820110266982155,10.871947765350342,0.7970452140197553,0.7042521314948433
354,0039,page0039.clip,3600,5760,3632,5944,32,184,0.044561631944444444,2447,2852,23.111583284675156,0.4778865092810762,11.453068256378174,0.7560406670995844,0.7036514288094136
355,0011,page0011.clip,4320,5760,4328,5744,8,-16,0.053936631944444445,429,1862,10.963837777899329,0.4909199760526841,10.791961789131165,0.4996934550685852,0.6959622864920554
356,0015,page0015.clip,2160,5040,2320,5176,160,136,0.07093315972222222,4877,10381,41.05702890336098,0.4634676821788897,10.923054456710815,0.7017861695138634,0.694156455163376
357,0001,page0001.clip,2880,5040,2952,5056,72,16,0.07642361111111111,6684,9039,44.74227321425185,0.4622015329603688,10.663095951080322,0.6444053448356909,0.6939127504543319
358,0026,page0026.clip,720,2160,656,2208,-64,48,0.02993923611111111,2373,4040,30.895673587206588,0.47185530164563394,11.070441007614136,0.6717852692484253,0.6826165221040829
359,0020,page0020.clip,1440,0,1392,120,-48,120,0.02717013888888889,5324,2504,16.961105773349065,0.46086830881607593,10.275245666503906,0.5359874990239908,0.678082409998791
360,0008,page0008.clip,2160,720,2032,640,-128,-80,0.043546006944444444,5141,10406,32.27880562673231,0.46077020144447256,10.49788522720337,0.5911894702175549,0.677225537955733
361,0001,page0001.clip,2880,3600,2968,3600,88,0,0.04537326388888889,3855,5955,41.98237249438428,0.4774751261445457,11.537004470825195,0.7417558353875334,0.6733794048677159
362,0033,page0033.clip,1440,2880,1584,3072,144,192,0.052960069444444445,7490,7996,23.30414536433452,0.46579849280582375,10.398643493652344,0.5240338361740117,0.6684908342378592
363,0011,page0011.clip,3600,5760,3488,5944,-112,184,0.07542100694444444,1245,2014,11.453208860391944,0.4805029186062903,11.214561462402344,0.6327119373944484,0.6657718504665415
364,0001,page0001.clip,720,1440,728,1424,8,-16,0.08885416666666666,7652,7020,36.1428866639307,0.45952370852057284,10.990696430206299,0.7036101641489927,0.6623673878807986
365,0019,page0019.clip,2160,4320,1992,4344,-168,24,0.06341579861111112,3079,6274,33.6485629100218,0.43991942547339363,10.88246774673462,0.7979574272173824,0.6614695197939505
366,0027,page0027.clip,2160,4320,2304,4496,144,176,0.030516493055555555,1783,4204,17.624424218885387,0.486447412719187,11.78149938583374,0.7293098700482538,0.6593850824677899
367,0031,page0031.clip,2160,720,2280,912,120,192,0.062200520833333335,7676,7673,20.155583028635586,0.46534173589443606,10.046913623809814,0.42204604998528084,0.6549627946984421
368,0008,page0008.clip,2160,5760,2176,5616,16,-144,0.014513888888888889,1942,5696,20.178851129847214,0.448481831757093,10.138738632202148,0.5424743590900833,0.648640919617102
369,0018,page0018.clip,2880,720,2784,712,-96,-8,0.07709635416666667,10086,12363,42.856925011020834,0.4460009443678877,10.849440097808838,0.732660568485712,0.6462451570662406
370,0016,page0016.clip,1440,720,1488,832,48,112,0.10427083333333333,11913,13723,36.94649857463406,0.45514627480362096,11.17526912689209,0.7541062378191258,0.6439625388949873
371,0036,page0036.clip,4320,2160,4296,2264,-24,104,0.033953993055555555,2543,5411,21.215820974019813,0.48135172558081496,10.799942970275879,0.49576031222237643,0.6433782836268
372,0040,page0040.clip,720,2160,640,2344,-80,184,0.04039496527777778,3839,5707,23.156746511194033,0.47361406915951937,10.497101783752441,0.45719674515609277,0.6344073851719824
373,0005,page0005.clip,0,5760,184,5888,184,128,0.03080295138888889,3195,4963,15.976836718301529,0.46588900704837244,10.644400596618652,0.5215844609843588,0.6178324847056187
374,0009,page0009.clip,720,5760,720,5760,0,0,0.028723958333333334,1475,2158,20.186472389696473,0.427412502514347,10.17847990989685,0.6447013403881158,0.6171276029028574
375,0025,page0025.clip,3600,3600,3456,3536,-144,-64,0.025651041666666666,962,4777,24.843287415983642,0.4558701143109497,9.54880440235138,0.3046307549267666,0.6132942950258857
376,0022,page0022.clip,3600,2160,3776,2352,176,192,0.0592578125,7619,11473,29.221360520420767,0.4522244181063241,10.341516017913818,0.5126994132901105,0.602978417580945
377,0029,page0029.clip,0,2160,152,2208,152,48,0.04837239583333333,3327,4129,37.34198251453741,0.41088330569005144,10.302029132843018,0.759706838268444,0.6017761724964088
378,0008,page0008.clip,2880,720,2816,616,-64,-104,0.06365017361111111,8367,13685,36.17292049168754,0.4594372467925496,11.04825496673584,0.6363619415452907,0.5966247938518124
379,0020,page0020.clip,3600,720,3744,608,144,-112,0.04687065972222222,4302,7278,39.2010143252945,0.4417394189888822,11.302406787872314,0.8076782185937691,0.5943583122449634
380,0035,page0035.clip,2880,5760,3024,5944,144,184,0.04955295138888889,2010,4460,22.412288983610768,0.46592874549459246,10.76285696029663,0.5170119293662344,0.5906818789066235
381,0004,page0004.clip,2160,1440,2248,1632,88,192,0.03228732638888889,2399,4569,27.444855087932197,0.44703430123314036,10.692866086959839,0.6165317746799335,0.5898237085176803
382,0002,page0002.clip,720,4320,672,4256,-48,-64,0.05293402777777778,3680,9453,41.85974546796078,0.43589859268513104,10.943929672241211,0.7449369960158718,0.5866566257901104
383,0025,page0025.clip,2160,2160,2176,2080,16,-80,0.03185329861111111,3307,3206,32.43595543758897,0.4886494874760603,11.216639041900635,0.47920240737175224,0.5832815548975759
