rank,sketch_page,line_page,model_index,region_index,score,edge_f1,edge_precision,edge_recall,chamfer,inlier_count,match_count,coverage,orientation_entropy,area_ratio,scale,angle,bbox,bbox_full,full_matrix,decision,notes
16,page0018,page0018,1,18,5.532110991896032,0.8591924807983269,0.817643525272462,0.9051901614476108,2.3011890481295456,11,157,0.5,0.8102469994446838,0.2862190812720848,1.057669521711117,0.36854530970784743,"(180, 300, 540, 660)","(1579, 2631, 4736, 5788)","[[1.0576476413236267, -0.006803231525691531, -501.8092451128751], [0.006803231525691531, 1.0576476413236267, -718.6199260909447]]",,
17,page0060,page0060,1,6,5.500081813833473,0.8933347744968726,0.8677196446199408,0.9205082260954552,1.7743362119315742,9,129,0.3125,0.8040187157201748,0.127208480565371,0.913470172697163,0.09779055014666496,"(40, 200, 280, 440)","(351, 1754, 2456, 3859)","[[0.9134688422035814, -0.001559080059995069, -173.8356886294823], [0.001559080059995069, 0.9134688422035814, -285.59215853352595]]",,
18,page0038,page0038,1,1,5.4746592007780785,0.8701946675591253,0.8040398740818469,0.9482116244411326,1.9980241818423488,12,159,0.375,0.8162459705694213,0.127208480565371,1.082372017345384,-0.12061543017813008,"(120, 200, 360, 440)","(1052, 1754, 3157, 3859)","[[1.0823696190267862, 0.002278539033233993, -243.8102287079996], [-0.002278539033233993, 1.0823696190267862, -262.14778631694486]]",,
19,page0038,page0038,1,3,5.456498545521225,0.874442203963984,0.8229233741146169,0.9328424810352521,1.9819097453941794,8,159,0.375,0.8181281568747435,0.127208480565371,1.082372017345384,-0.12061543017813008,"(200, 280, 440, 520)","(1754, 2456, 3859, 4560)","[[1.0823696190267862, 0.002278539033233993, -243.8102287079996], [-0.002278539033233993, 1.0823696190267862, -262.14778631694486]]",,
20,page0018,page0018,1,30,5.438287589887084,0.8673343978035223,0.8197152444001088,0.920827389443652,2.144139829445386,13,157,0.375,0.8140708590058969,0.2862190812720848,1.057669521711117,0.36854530970784743,"(60, 420, 420, 780)","(526, 3683, 3683, 6841)","[[1.0576476413236267, -0.006803231525691531, -501.8092451128751], [0.006803231525691531, 1.0576476413236267, -718.6199260909447]]",,
21,page0021,page0021,1,3,5.4151400026440735,0.872679421947482,0.7915224005875564,0.9723803146970205,1.8457883749884343,11,83,0.3125,0.8174522124122368,0.127208480565371,1.0779940492914537,0.011694362000029162,"(200, 440, 440, 680)","(1754, 3859, 3859, 5964)","[[1.0779940268374304, -0.00022002410414687912, -217.17909046115017], [0.00022002410414687912, 1.0779940268374304, -263.8692674513168]]",,
22,page0040,page0040,1,4,5.386357036761608,0.8421215401059045,0.7957754697164197,0.8941998602375961,2.259392637892703,14,138,0.4375,0.8080147995979527,0.127208480565371,0.8515231890678843,-1.2070168553220237,"(120, 360, 360, 600)","(1052, 3157, 3157, 5262)","[[0.8513342456239907, 0.017937216845720652, 313.2844576642019], [-0.017937216845720652, 0.8513342456239907, 695.8199299498654]]",,
23,page0057,page0057,1,5,5.382171679108005,0.8811386308631507,0.8661749209694415,0.8966284442923156,1.9245917167409,7,127,0.3125,0.8038923539235643,0.127208480565371,1.0787165892256607,0.18488867008741752,"(200, 200, 440, 440)","(1754, 1754, 3859, 3859)","[[1.0787109728995452, -0.003480921826114959, 79.46884606722882], [0.003480921826114959, 1.0787109728995452, 73.74568499596856]]",,
24,page0037,page0037,1,2,5.381173829161223,0.866986477274196,0.8190820496699152,0.9208424110384895,2.0991482391608276,9,113,0.375,0.7840760993289045,0.127208480565371,0.8779403298462127,-1.4238429164692188,"(40, 440, 280, 680)","(351, 3859, 2456, 5964)","[[0.877669253547716, 0.021815227421962943, -297.35449778039987], [-0.021815227421962943, 0.877669253547716, -123.71687060888097]]",,
25,page0033,page0033,1,12,5.374739131042966,0.8452523370708779,0.7989097516656571,0.89730241362991,2.3522918180134464,31,125,0.375,0.8006843761941229,0.2862190812720848,0.8510852355175391,0.19039854836239956,"(60, 60, 420, 420)","(526, 526, 3683, 3683)","[[0.8510805363096076, -0.002828220446801171, -153.3812222607814], [0.002828220446801171, 0.8510805363096076, -241.60011565789554]]",,
26,page0038,page0038,1,8,5.329985107108347,0.8817960926729509,0.8514056224899599,0.9144364133619848,1.8016295584469444,7,159,0.25,0.8209969630392507,0.127208480565371,1.082372017345384,-0.12061543017813008,"(280, 360, 520, 600)","(2456, 3157, 4560, 5262)","[[1.0823696190267862, 0.002278539033233993, -243.8102287079996], [-0.002278539033233993, 1.0823696190267862, -262.14778631694486]]",,
27,page0016,page0016,1,17,5.3200269522145955,0.8521070526395154,0.7634345794392523,0.9640849469081824,2.6784698261960695,12,176,0.4375,0.7889271642010611,0.2862190812720848,1.0807965500651378,0.07414965356949786,"(206, 60, 566, 420)","(1807, 526, 4964, 3683)","[[1.0807956449853189, -0.0013987185108056172, -431.7749119682051], [0.0013987185108056172, 1.0807956449853189, -750.7655222823277]]",,
28,page0011,page0011,1,26,5.316043392000333,0.8235406819609019,0.7481821390751853,0.9157800536939446,2.5131089212968964,12,150,0.5,0.8039598044497732,0.2862190812720848,1.0822095466093877,-0.518844659711386,"(180, 180, 540, 540)","(1579, 1579, 4736, 4736)","[[1.082165174728905, 0.00979986614476615, -590.9240367507464], [-0.00979986614476615, 1.082165174728905, -637.4610679935555]]",,
29,page0040,page0040,2,4,5.3144373505266715,0.8793634371643395,0.8444092827004219,0.9173363949483353,1.9955637591739617,5,138,0.3125,0.7912147252904986,0.127208480565371,0.8668395422097733,-0.09630055166528328,"(40, 0, 280, 240)","(351, 0, 2456, 2105)","[[0.8668383178165946, 0.0014569500149268868, 409.107073120082], [-0.0014569500149268868, 0.8668383178165946, 365.8825624386838]]",,
30,page0040,page0040,2,7,5.2987385924617305,0.8873408154913401,0.8431703204047217,0.9363949978438982,1.8730744758981823,5,138,0.25,0.8082978423466248,0.127208480565371,0.8668395422097733,-0.09630055166528328,"(120, 40, 360, 280)","(1052, 351, 3157, 2456)","[[0.8668383178165946, 0.0014569500149268868, 409.107073120082], [-0.0014569500149268868, 0.8668383178165946, 365.8825624386838]]",,
31,page0026,page0026,1,3,5.293630352459875,0.8983752218344216,0.8533791523482245,0.9483804170980624,1.7917118240696732,6,121,0.1875,0.8066717377688299,0.127208480565371,0.8850409853047446,0.17177776464661684,"(200, 200, 440, 440)","(1754, 1754, 3859, 3859)","[[0.8850370076993958, -0.002653426406159438, 328.26389682608004], [0.002653426406159438, 0.8850370076993958, 471.172925177807]]",,
32,page0013,page0013,1,2,5.292288983646856,0.8260275494231215,0.721122599704579,0.9666505558240696,3.1318249160579903,12,133,0.5625,0.7962153710593264,0.127208480565371,1.0754914349469247,-0.03060426632234493,"(40, 40, 280, 280)","(351, 351, 2456, 2456)","[[1.0754912815221018, 0.0005744685737253965, -303.1744698230185], [-0.0005744685737253965, 1.0754912815221018, -641.6320261298762]]",,
33,page0034,page0034,2,5,5.2901031734822475,0.8638808432467556,0.8106465127741723,0.9245982694684796,2.4284304189734796,7,139,0.375,0.8054400700519811,0.2862190812720848,0.8607059986995814,-0.0681732729239936,"(60, 60, 420, 420)","(526, 526, 3683, 3683)","[[0.8607053894323693, 0.0010241091335186393, -153.66174080247293], [-0.0010241091335186393, 0.8607053894323693, -212.05396506279183]]",,
34,page0030,page0030,1,3,5.2633040739776655,0.8621283774067573,0.8091405184174625,0.922542549496353,2.2107137251503195,9,136,0.3125,0.8121809010183229,0.127208480565371,0.9209516706281071,0.42056920437712686,"(120, 280, 360, 520)","(1052, 2456, 3157, 4560)","[[0.9209268601823372, -0.006760016819761613, 330.34098410941425], [0.006760016819761613, 0.9209268601823372, 419.32295613178195]]",,
35,page0012,page0012,1,5,5.228617394011868,0.8275879783343243,0.7863496684457383,0.8733909702209414,2.2885745300549596,15,170,0.375,0.8164772021030822,0.127208480565371,1.0408466776465573,0.31616968767399506,"(40, 40, 280, 280)","(351, 351, 2456, 2456)","[[1.0408308305078882, -0.005743573115763237, -54.08354490532364], [0.005743573115763237, 1.0408308305078882, -483.83462476525403]]",,
36,page0051,page0051,1,4,5.223523040491124,0.8499560680349745,0.8183930536871713,0.884051329055912,2.043828413769361,8,152,0.3125,0.8126142922372218,0.127208480565371,0.8998652593483542,0.11291480539815367,"(120, 360, 360, 600)","(1052, 3157, 3157, 5262)","[[0.8998635119019465, -0.0017733949295482196, 307.67334318713336], [0.0017733949295482196, 0.8998635119019465, 393.16418496661686]]",,
37,page0050,page0050,1,2,5.219927401995948,0.8902135234790789,0.8602836879432624,0.9223009814612868,1.9508950435353796,7,126,0.1875,0.7853197603825615,0.127208480565371,0.9142562600633063,0.32459032763024126,"(120, 360, 360, 600)","(1052, 3157, 3157, 5262)","[[0.9142415889635788, -0.005179389374688618, -153.52962419475378], [0.005179389374688618, 0.9142415889635788, -213.22900450319713]]",,
38,page0038,page0038,1,2,5.215725314749047,0.8633253374250196,0.7962289562289562,0.9427704313895513,2.2118007094591907,12,159,0.25,0.8233310582755038,0.127208480565371,1.082372017345384,-0.12061543017813008,"(326, 40, 566, 280)","(2859, 351, 4964, 2456)","[[1.0823696190267862, 0.002278539033233993, -243.8102287079996], [-0.002278539033233993, 1.0823696190267862, -262.14778631694486]]",,
39,page0027,page0027,1,9,5.2099254629625085,0.8597578827645809,0.8404549319727891,0.8799683486517743,2.1646470678817895,6,123,0.3125,0.8022578060366564,0.2862190812720848,0.8759119420340279,0.16241970630291017,"(60, 60, 420, 420)","(526, 526, 3683, 3683)","[[0.8759084226850149, -0.0024829956245317, -172.30843712361718], [0.0024829956245317, 0.8759084226850149, -208.03754216670305]]",,
40,page0041,page0041,1,6,5.209098670712055,0.8575701312230783,0.7820215523120994,0.9492766892510529,2.248145388865613,7,159,0.3125,0.8157426342102572,0.127208480565371,1.0905488426334304,0.1315750166901733,"(200, 40, 440, 280)","(1754, 351, 3859, 2456)","[[1.0905459671124715, -0.0025043529780860237, -227.48357486130212], [0.0025043529780860237, 1.0905459671124715, -276.28135811030364]]",,
41,page0052,page0052,1,1,5.203652635811279,0.8671476315802276,0.8708162956232016,0.8635097493036211,2.08943874562417,8,160,0.25,0.8089190971932866,0.127208480565371,1.0969382809864012,0.32916808207739234,"(40, 440, 280, 680)","(351, 3859, 2456, 5964)","[[1.0969201783773725, -0.0063019490599286535, -206.3361022351813], [0.0063019490599286535, 1.0969201783773725, -350.9049318412866]]",,
42,page0030,page0030,1,1,5.195670861480827,0.8650236196880402,0.8254272043745728,0.9086104006820119,2.180433978310875,10,136,0.25,0.8048651574587462,0.127208480565371,0.9209516706281071,0.42056920437712686,"(40, 360, 280, 600)","(351, 3157, 2456, 5262)","[[0.9209268601823372, -0.006760016819761613, 330.34098410941425], [0.006760016819761613, 0.9209268601823372, 419.32295613178195]]",,
43,page0036,page0036,1,9,5.185747009210942,0.8753660988101739,0.8060846923393176,0.9576765277477867,1.9754568451171313,5,156,0.25,0.7674959348451644,0.127208480565371,1.074794756805933,-0.3617605616274192,"(120, 120, 360, 360)","(1052, 1052, 3157, 3157)","[[1.0747733332639784, 0.00678611539557788, 63.464701426215704], [-0.00678611539557788, 1.0747733332639784, 125.05543684153032]]",,
44,page0041,page0041,1,1,5.157107909613138,0.8480304856609223,0.7959251837007348,0.9074358411932442,2.33395614089521,8,159,0.3125,0.8141622002590276,0.127208480565371,1.0905488426334304,0.1315750166901733,"(200, 440, 440, 680)","(1754, 3859, 3859, 5964)","[[1.0905459671124715, -0.0025043529780860237, -227.48357486130212], [0.0025043529780860237, 1.0905459671124715, -276.28135811030364]]",,
45,page0011,page0011,1,4,5.131010415564335,0.8671393035240146,0.8101851851851852,0.9327063740856845,2.4007754101522756,7,150,0.25,0.8136699937164216,0.127208480565371,1.0822095466093877,-0.518844659711386,"(0, 520, 240, 760)","(0, 4560, 2105, 6665)","[[1.082165174728905, 0.00979986614476615, -590.9240367507464], [-0.00979986614476615, 1.082165174728905, -637.4610679935555]]",,
46,page0012,page0012,1,6,5.124760009405229,0.8147396298817348,0.721710189452125,0.9353012535382127,2.6162884284439434,20,170,0.375,0.8080960664481647,0.127208480565371,1.0408466776465573,0.31616968767399506,"(200, 40, 440, 280)","(1754, 351, 3859, 2456)","[[1.0408308305078882, -0.005743573115763237, -54.08354490532364], [0.005743573115763237, 1.0408308305078882, -483.83462476525403]]",,
47,page0047,page0047,1,4,5.119874974141329,0.83448770945792,0.7794945659290298,0.8978293413173652,2.3457104393753347,11,133,0.3125,0.8120496459402946,0.127208480565371,1.0812677064301581,0.018981955228389864,"(120, 280, 360, 520)","(1052, 2456, 3157, 4560)","[[1.0812676470912082, -0.00035822140814435136, -183.3980334119483], [0.00035822140814435136, 1.0812676470912082, -262.96059183959494]]",,
48,page0050,page0050,1,1,5.100864230860513,0.8611737808476075,0.7945223260643821,0.9400318415000884,2.4764004441158756,8,126,0.25,0.8145105827066306,0.127208480565371,0.9142562600633063,0.32459032763024126,"(40, 440, 280, 680)","(351, 3859, 2456, 5964)","[[0.9142415889635788, -0.005179389374688618, -153.52962419475378], [0.005179389374688618, 0.9142415889635788, -213.22900450319713]]",,
49,page0002,page0002,1,7,5.099426481790332,0.849324441589754,0.7727791846665674,0.9427007552137463,2.1739216356482163,8,123,0.25,0.8111520646135734,0.2862190812720848,0.8934876243554671,0.25384099250481773,"(60, 180, 420, 540)","(526, 1579, 3683, 4736)","[[0.8934788556378409, -0.0039584598609320575, -39.05035628920133], [0.0039584598609320575, 0.8934788556378409, -84.51888853605003]]",,
50,page0001,page0001,1,5,5.096085139830695,0.87161761124791,0.8261633011413521,0.9223647880461263,1.880519823142468,5,101,0.1875,0.7722998898903386,0.127208480565371,0.86187513213317,0.24308133948258762,"(280, 440, 520, 680)","(2456, 3859, 4560, 5964)","[[0.8618673755280983, -0.003656554372248884, 102.11283375495096], [0.003656554372248884, 0.8618673755280983, 255.8267056119249]]",,
51,page0036,page0036,1,2,5.075893672438714,0.8495858454566425,0.7923258162234937,0.9157667386609071,2.1747422572934947,7,156,0.25,0.797974889515775,0.127208480565371,1.074794756805933,-0.3617605616274192,"(280, 120, 520, 360)","(2456, 1052, 4560, 3157)","[[1.0747733332639784, 0.00678611539557788, 63.464701426215704], [-0.00678611539557788, 1.0747733332639784, 125.05543684153032]]",,
52,page0040,page0040,2,3,5.069478276040027,0.840212115060668,0.7461368653421634,0.9614325068870524,2.6219699811387995,9,138,0.3125,0.8096893572564525,0.127208480565371,0.8668395422097733,-0.09630055166528328,"(280, 40, 520, 280)","(2456, 351, 4560, 2456)","[[0.8668383178165946, 0.0014569500149268868, 409.107073120082], [-0.0014569500149268868, 0.8668383178165946, 365.8825624386838]]",,
53,page0043,page0043,1,5,5.066938529840509,0.8410098037633745,0.7861411496869665,0.9041122399612965,2.2991267291411797,10,139,0.25,0.8237092801450853,0.2862190812720848,1.0829702569664543,0.31009013939886054,"(60, 300, 420, 660)","(526, 2631, 3683, 5788)","[[1.0829543964939576, -0.005861108120140465, -183.0463005154023], [0.005861108120140465, 1.0829543964939576, -301.4848105678964]]",,
54,page0057,page0057,1,10,5.063860126627751,0.821077261232865,0.7681513464379048,0.8818360978814255,2.819033760440833,12,127,0.375,0.8149833120702602,0.2862190812720848,1.0787165892256607,0.18488867008741752,"(206, 300, 566, 660)","(1807, 2631, 4964, 5788)","[[1.0787109728995452, -0.003480921826114959, 79.46884606722882], [0.003480921826114959, 1.0787109728995452, 73.74568499596856]]",,
55,page0016,page0016,1,19,5.04262452853821,0.8077002451276866,0.6914320873711737,0.9709751215327423,2.8245420087026902,9,176,0.4375,0.7955893668512887,0.2862190812720848,1.0807965500651378,0.07414965356949786,"(180, 180, 540, 540)","(1579, 1579, 4736, 4736)","[[1.0807956449853189, -0.0013987185108056172, -431.7749119682051], [0.0013987185108056172, 1.0807956449853189, -750.7655222823277]]",,
56,page0041,page0041,1,5,5.028232568217061,0.8380783364095751,0.7672690177790732,0.9232860749660128,2.6794384177058936,8,159,0.3125,0.8016395255375232,0.127208480565371,1.0905488426334304,0.1315750166901733,"(120, 520, 360, 760)","(1052, 4560, 3157, 6665)","[[1.0905459671124715, -0.0025043529780860237, -227.48357486130212], [0.0025043529780860237, 1.0905459671124715, -276.28135811030364]]",,
57,page0020,page0020,1,5,5.023334701412671,0.8238532267992349,0.7191981495759445,0.9641532756489494,2.612536194828442,6,126,0.375,0.788208235619434,0.127208480565371,1.0720318569704652,-0.27484929933865226,"(40, 200, 280, 440)","(351, 1754, 2456, 3859)","[[1.0720195224898639, 0.00514254413185506, -204.50273902543603], [-0.00514254413185506, 1.0720195224898639, -239.6250182845301]]",,
58,page0027,page0027,1,7,5.008598159529844,0.8364844653527049,0.7643642654145558,0.9236320913058074,2.4073980886399005,9,123,0.25,0.8204315491687678,0.2862190812720848,0.8759119420340279,0.16241970630291017,"(60, 420, 420, 780)","(526, 3683, 3683, 6841)","[[0.8759084226850149, -0.0024829956245317, -172.30843712361718], [0.0024829956245317, 0.8759084226850149, -208.03754216670305]]",,
59,page0037,page0037,1,7,5.00817502940306,0.8031661230959097,0.8052705693019513,0.8010726474890297,3.1785867960908205,14,113,0.4375,0.8085571862617641,0.127208480565371,0.8779403298462127,-1.4238429164692188,"(40, 280, 280, 520)","(351, 2456, 2456, 4560)","[[0.877669253547716, 0.021815227421962943, -297.35449778039987], [-0.021815227421962943, 0.877669253547716, -123.71687060888097]]",,
60,page0033,page0033,1,1,5.0074019453732825,0.8528916113607216,0.8065857885615252,0.9048380647740903,2.5287146306369364,13,125,0.1875,0.8134374189290381,0.127208480565371,0.8510852355175391,0.19039854836239956,"(280, 40, 520, 280)","(2456, 351, 4560, 2456)","[[0.8510805363096076, -0.002828220446801171, -153.3812222607814], [0.002828220446801171, 0.8510805363096076, -241.60011565789554]]",,
61,page0051,page0051,1,16,5.006758845385407,0.792975299236289,0.7037485931953943,0.9081128971016327,2.8320221321083725,14,152,0.4375,0.7838384393667144,0.2862190812720848,0.8998652593483542,0.11291480539815367,"(180, 420, 540, 780)","(1579, 3683, 4736, 6841)","[[0.8998635119019465, -0.0017733949295482196, 307.67334318713336], [0.0017733949295482196, 0.8998635119019465, 393.16418496661686]]",,
62,page0025,page0025,1,2,5.000853686255382,0.8455349428019903,0.809072891433605,0.8854385228703315,2.3967454900112655,6,129,0.25,0.805023565451308,0.127208480565371,0.8806763050854893,0.43002394190171495,"(200, 440, 440, 680)","(1754, 3859, 3859, 5964)","[[0.8806515009391829, -0.006609707451492649, 344.7568484949274], [0.006609707451492649, 0.8806515009391829, 526.351797147808]]",,
63,page0043,page0043,1,8,5.0001658950413415,0.8135994243881626,0.7284582267423723,0.9212770176482252,2.4004235475445967,10,139,0.3125,0.8196950623420535,0.2862190812720848,1.0829702569664543,0.31009013939886054,"(180, 180, 540, 540)","(1579, 1579, 4736, 4736)","[[1.0829543964939576, -0.005861108120140465, -183.0463005154023], [0.005861108120140465, 1.0829543964939576, -301.4848105678964]]",,
64,page0020,page0020,1,6,4.995646176300281,0.8020410966887858,0.6850393700787402,0.9672417558418869,2.7377573391416448,14,126,0.375,0.8069076706905197,0.127208480565371,1.0720318569704652,-0.27484929933865226,"(200, 200, 440, 440)","(1754, 1754, 3859, 3859)","[[1.0720195224898639, 0.00514254413185506, -204.50273902543603], [-0.00514254413185506, 1.0720195224898639, -239.6250182845301]]",,
65,page0052,page0052,1,8,4.978866814082908,0.834306218171216,0.8044280442804428,0.8664894864378957,2.4813914949094453,9,160,0.25,0.8153797638117901,0.2862190812720848,1.0969382809864012,0.32916808207739234,"(60, 180, 420, 540)","(526, 1579, 3683, 4736)","[[1.0969201783773725, -0.0063019490599286535, -206.3361022351813], [0.0063019490599286535, 1.0969201783773725, -350.9049318412866]]",,
66,page0042,page0042,1,4,4.97599695473533,0.8221426133693666,0.7148562300319489,0.9673188561599656,2.6818869743596165,9,126,0.3125,0.82075133950142,0.127208480565371,1.0849540851996915,0.929986537557253,"(200, 440, 440, 680)","(1754, 3859, 3859, 5964)","[[1.0848111695171831, -0.017609471379366963, 95.87305755089334], [0.017609471379366963, 1.0848111695171831, 14.235417829512443]]",,
67,page0037,page0037,1,5,4.975756083234077,0.8549257626778151,0.8300616937745373,0.8813254096884567,2.3672940129555586,7,113,0.1875,0.8047538592931666,0.127208480565371,0.8779403298462127,-1.4238429164692188,"(120, 360, 360, 600)","(1052, 3157, 3157, 5262)","[[0.877669253547716, 0.021815227421962943, -297.35449778039987], [-0.021815227421962943, 0.877669253547716, -123.71687060888097]]",,
68,page0012,page0012,1,4,4.975504839152817,0.8265026796579291,0.7362554112554113,0.9419650155304888,2.476342727865394,13,170,0.25,0.808216383603024,0.127208480565371,1.0408466776465573,0.31616968767399506,"(280, 120, 520, 360)","(2456, 1052, 4560, 3157)","[[1.0408308305078882, -0.005743573115763237, -54.08354490532364], [0.005743573115763237, 1.0408308305078882, -483.83462476525403]]",,
69,page0059,page0059,1,4,4.97520190263176,0.8344528354025386,0.772010246730484,0.9078854314002829,2.2539115480164824,6,110,0.25,0.806513521669657,0.127208480565371,0.951715298865038,1.6766727325839341,"(200, 120, 440, 360)","(1754, 1052, 3859, 3157)","[[0.9513078272124186, -0.027846507467828133, 129.0509739894208], [0.027846507467828133, 0.9513078272124186, 139.7786381529404]]",,
70,page0036,page0036,1,5,4.96516062592923,0.8461787867995866,0.7716951788491446,0.9365766683647478,2.2272996195261716,5,156,0.25,0.7371443494114562,0.127208480565371,1.074794756805933,-0.3617605616274192,"(120, 0, 360, 240)","(1052, 0, 3157, 2105)","[[1.0747733332639784, 0.00678611539557788, 63.464701426215704], [-0.00678611539557788, 1.0747733332639784, 125.05543684153032]]",,
71,page0023,page0023,1,9,4.964825368267264,0.7954793322106941,0.7231506758106399,0.8838843793308255,2.983855667985792,9,158,0.4375,0.8145495370645833,0.2862190812720848,1.0720460993712293,-0.4924209322361007,"(60, 180, 420, 540)","(526, 1579, 3683, 4736)","[[1.0720065072710854, 0.009213443738143081, -242.51494127865652], [-0.009213443738143081, 1.0720065072710854, -180.07976487643538]]",,
72,page0018,page0018,1,28,4.945967932742508,0.8254108210618663,0.7585620803943232,0.9051803885291397,2.957651389074876,11,157,0.3125,0.8043816340919892,0.2862190812720848,1.057669521711117,0.36854530970784743,"(180, 60, 540, 420)","(1579, 526, 4736, 3683)","[[1.0576476413236267, -0.006803231525691531, -501.8092451128751], [0.006803231525691531, 1.0576476413236267, -718.6199260909447]]",,
73,page0062,page0062,1,2,4.937586613153367,0.8119001287394709,0.7292499600191907,0.9156794425087108,2.5022038965425994,8,79,0.3125,0.8076372493552325,0.127208480565371,0.9116729708434115,-1.4883715712867667,"(200, 120, 440, 360)","(1754, 1052, 3859, 3157)","[[0.9113653879848161, 0.0236798511341895, -258.6706669067897], [-0.0236798511341895, 0.9113653879848161, -153.643024610966]]",,
74,page0034,page0034,2,1,4.925092951086171,0.8636616570972401,0.7972295199426798,0.9421716394955398,2.6520244001986053,5,139,0.1875,0.801160511665406,0.127208480565371,0.8607059986995814,-0.0681732729239936,"(280, 200, 520, 440)","(2456, 1754, 4560, 3859)","[[0.8607053894323693, 0.0010241091335186393, -153.66174080247293], [-0.0010241091335186393, 0.8607053894323693, -212.05396506279183]]",,
75,page0008,page0008,1,12,4.921540074673752,0.8022653237564275,0.7243243243243244,0.8990025982734055,2.8782763373811293,10,132,0.375,0.7945266132900457,0.2862190812720848,0.8934630795962241,0.03202934186332586,"(0, 180, 360, 540)","(0, 1579, 3157, 4736)","[[0.8934629399923826, -0.0004994614467482756, -293.8984357215417], [0.0004994614467482756, 0.8934629399923826, -439.3609997988755]]",,
76,page0011,page0011,1,31,4.9181950108032435,0.7857965317528355,0.6929089500739385,0.9074434319647794,3.230830990695804,15,150,0.4375,0.8080223793868155,0.2862190812720848,1.0822095466093877,-0.518844659711386,"(0, 300, 360, 660)","(0, 2631, 3157, 5788)","[[1.082165174728905, 0.00979986614476615, -590.9240367507464], [-0.00979986614476615, 1.082165174728905, -637.4610679935555]]",,
77,page0041,page0041,1,7,4.913180482982507,0.8138543094433855,0.740281882245965,0.9036644005969159,2.479686929780618,5,159,0.3125,0.8201064817679199,0.127208480565371,1.0905488426334304,0.1315750166901733,"(280, 120, 520, 360)","(2456, 1052, 4560, 3157)","[[1.0905459671124715, -0.0025043529780860237, -227.48357486130212], [0.0025043529780860237, 1.0905459671124715, -276.28135811030364]]",,
78,page0040,page0040,1,5,4.908392442216941,0.804803608633431,0.7344119968429361,0.890119397819692,2.548599566631354,9,138,0.3125,0.8112926265209648,0.127208480565371,0.8515231890678843,-1.2070168553220237,"(200, 440, 440, 680)","(1754, 3859, 3859, 5964)","[[0.8513342456239907, 0.017937216845720652, 313.2844576642019], [-0.017937216845720652, 0.8513342456239907, 695.8199299498654]]",,
79,page0052,page0052,1,3,4.882377994135488,0.827684154900734,0.8290131168019987,0.8263594470046083,2.7557848975454924,8,160,0.25,0.820559062325712,0.127208480565371,1.0969382809864012,0.32916808207739234,"(200, 440, 440, 680)","(1754, 3859, 3859, 5964)","[[1.0969201783773725, -0.0063019490599286535, -206.3361022351813], [0.0063019490599286535, 1.0969201783773725, -350.9049318412866]]",,
