rank,name,sketch_page,line_page,region_rank,region_score,tile_score,edge_f1,edge_precision,edge_recall,chamfer,orientation_entropy,rough_std,line_ink,support,rough_edges,line_edges,tile_bbox,decision,notes
120,ako5r_0011_0011_1006_2926.jpg,page0011,page0011,5,6.001782141534989,3.575053806541008,0.6599519342598079,0.7485230405671525,0.5901238591916558,6.119783401489258,0.7490635194247751,18.339264619856692,0.04301215277777778,1.0,5078,6136,"(1006, 2926, 1486, 3406)",,
121,ako5r_0008_0008_2206_0766.jpg,page0008,page0008,8,5.724889563441003,3.5746263988518923,0.6565060873064772,0.5022382920110193,0.9475587703435805,5.9865217208862305,0.7883335899757526,22.159121892292625,0.070625,1.0,5808,2212,"(2206, 766, 2686, 1246)",,
122,ako5r_0036_0036_1200_1532.jpg,page0036,page0036,13,5.5721892153299075,3.573937569807003,0.6529389161700605,0.5698860227954409,0.7643291706692283,5.820324897766113,0.7968494827630463,23.526621158870476,0.0390625,1.0,5001,3123,"(1200, 1532, 1680, 2012)",,
123,ako5r_0008_0008_1246_2926.jpg,page0008,page0008,8,5.724889563441003,3.571287522422044,0.6395638905833015,0.487085201793722,0.9310102899906455,5.472166538238525,0.7614599282963634,32.0122499237006,0.08386284722222222,1.0,11150,4276,"(1246, 2926, 1726, 3406)",,
124,ako5r_0057_0057_1994_4560.jpg,page0057,page0057,134,4.255204705955209,3.566256419968955,0.7002827262009211,0.5843186060983199,0.8736720554272517,5.844930171966553,0.744435146830472,44.806009611957585,0.0905078125,1.0,8035,4330,"(1994, 4560, 2474, 5040)",,
125,ako5r_0051_0051_3194_3896.jpg,page0051,page0051,82,4.843103021708361,3.564516590887177,0.6893218594428547,0.5818610129564193,0.8454666413229424,5.905689716339111,0.7157247296055897,33.158036364922125,0.13989149305555557,1.0,9339,5261,"(3194, 3896, 3674, 4376)",,
126,ako5r_0008_0008_2686_2926.jpg,page0008,page0008,8,5.724889563441003,3.564194128067445,0.6530587404501256,0.548947317357136,0.805903588872372,5.841544151306152,0.7605947769523714,34.61465677407273,0.05546006944444445,1.0,10307,4709,"(2686, 2926, 3166, 3406)",,
127,ako5r_0013_0013_1791_0831.jpg,page0013,page0013,32,5.292288983646856,3.5585614767203277,0.6613949284016124,0.5670995670995671,0.7933025404157044,5.804534912109375,0.7733130869838903,24.11015415367921,0.032209201388888886,1.0,6930,3464,"(1791, 831, 2271, 1311)",,
128,ako5r_0011_0011_1006_3203.jpg,page0011,page0011,5,6.001782141534989,3.5511035396873165,0.6647595161541305,0.7810042347247429,0.5786353890780679,6.3326416015625,0.7422928490364548,21.242969425004887,0.05615885416666667,1.0,6612,7929,"(1006, 3203, 1486, 3683)",,
129,ako5r_0030_0030_1052_2696.jpg,page0030,page0030,34,5.2633040739776655,3.546044947372302,0.6560516029757091,0.5534598973471029,0.8053312686649707,5.6553192138671875,0.7591939552131807,45.48350647638806,0.13355034722222223,1.0,16171,9041,"(1052, 2696, 1532, 3176)",,
130,ako5r_0050_0050_1071_4579.jpg,page0050,page0050,48,5.100864230860513,3.545746025535003,0.6567175601613976,0.5641173087981599,0.7856889519418336,5.6599812507629395,0.7862810503144075,42.77524735190634,0.12466145833333334,1.0,17390,11278,"(1071, 4579, 1551, 5059)",,
131,ako5r_0011_0011_0766_3166.jpg,page0011,page0011,5,6.001782141534989,3.542641682328809,0.6503415763755181,0.7684368549446425,0.5637093306578759,6.085402011871338,0.7600177535318582,18.14653681612402,0.03868923611111111,1.0,5329,6977,"(766, 3166, 1246, 3646)",,
132,ako5r_0040_0040_1071_1625.jpg,page0040,page0040,29,5.3144373505266715,3.5410259053914404,0.6632616264518921,0.5660275452335943,0.8008310249307479,5.90948486328125,0.7618114290115364,46.39641896789778,0.11421006944444445,1.0,11109,7220,"(1071, 1625, 1551, 2105)",,
133,ako5r_0018_0018_1726_3019.jpg,page0018,page0018,2,6.132773043206202,3.5400769894068858,0.6558994603087355,0.5551877870845717,0.8012464435713318,6.333076477050781,0.7839937290917062,43.05157734984907,0.07048177083333333,1.0,14804,7381,"(1726, 3019, 2206, 3499)",,
134,ako5r_0047_0047_1311_4357.jpg,page0047,page0047,83,4.832850742758144,3.535501009642269,0.6725074036271868,0.535264301230992,0.9043970686209194,5.5659894943237305,0.7015428486966999,40.30471314021694,0.04513020833333333,1.0,6905,3002,"(1311, 4357, 1791, 4837)",,
135,ako5r_0018_0018_1200_4071.jpg,page0018,page0018,7,5.853440620878745,3.5307880607191295,0.6542629209987159,0.5018848957024378,0.9395085066162571,5.738173484802246,0.661365074442735,34.85568626713331,0.03961371527777778,1.0,7958,3174,"(1200, 4071, 1680, 4551)",,
136,ako5r_0025_0025_2954_5059.jpg,page0025,page0025,62,5.000853686255382,3.529891101684307,0.6753369483932701,0.6654531142379219,0.6855188141391106,6.132234573364258,0.7869065268156257,38.80213108100468,0.06730902777777778,1.0,10163,8770,"(2954, 5059, 3434, 5539)",,
137,ako5r_0011_0011_3166_3166.jpg,page0011,page0011,5,6.001782141534989,3.5207714538917116,0.6431875344991272,0.5673646779928881,0.7424025229357798,6.25765323638916,0.8204555358423841,38.87913952451312,0.11194878472222222,1.0,10124,6976,"(3166, 3166, 3646, 3646)",,
138,ako5r_0011_0011_3487_2446.jpg,page0011,page0011,11,5.650327630387615,3.5133057592952457,0.66638082897881,0.7257559958289885,0.6159860990443093,6.343960285186768,0.7533056586005088,20.209291867182163,0.03553385416666666,1.0,3836,3453,"(3487, 2446, 3967, 2926)",,
139,ako5r_0052_0052_1976_4339.jpg,page0052,page0052,41,5.203652635811279,3.5089958714036027,0.699678769008406,0.6252158894645942,0.7942767012167643,6.371445655822754,0.6304290776930398,35.93075573121688,0.05469618055555556,1.0,6948,4438,"(1976, 4339, 2456, 4819)",,
140,ako5r_0018_0018_2059_2206.jpg,page0018,page0018,72,4.945967932742508,3.505858316412896,0.6871513621398475,0.7041420118343196,0.6709613478691774,6.171893119812012,0.7032311747058554,16.5985805442745,0.024019097222222223,1.0,2873,3027,"(2059, 2206, 2539, 2686)",,
141,ako5r_0011_0011_0000_5040.jpg,page0011,page0011,45,5.131010415564335,3.504898547640018,0.6645773343454113,0.5738768718801996,0.7893298479087453,6.068077087402344,0.7824696638234749,39.443522502324555,0.0631814236111111,1.0,12020,8416,"(0, 5040, 480, 5520)",,
142,ako5r_0040_0040_1976_1625.jpg,page0040,page0040,29,5.3144373505266715,3.502465372033991,0.6772933056790836,0.7081832218219248,0.6489855072463768,6.350324630737305,0.7361227090087916,26.56508785840297,0.03421006944444444,1.0,3886,3450,"(1976, 1625, 2456, 2105)",,
143,ako5r_0051_0051_2539_4403.jpg,page0051,page0051,61,5.006758845385407,3.5000549651798174,0.6583958971894591,0.5642046825971518,0.7903391572456321,5.862981796264648,0.7870725145970503,33.38649660237532,0.05492621527777778,1.0,8286,4865,"(2539, 4403, 3019, 4883)",,
144,ako5r_0036_0036_0591_1791.jpg,page0036,page0036,9,5.713012714112921,3.491062346506959,0.667402784977702,0.5473921765295887,0.8548123980424144,5.874222755432129,0.5899263319849215,28.604885867258037,0.026453993055555555,1.0,3988,3065,"(591, 1791, 1071, 2271)",,
145,ako5r_0011_0011_2527_1246.jpg,page0011,page0011,11,5.650327630387615,3.489321398760483,0.6737479963510424,0.7119331742243437,0.6394504924831519,6.358753204345703,0.6809786416453372,17.90931697604098,0.11052517361111111,1.0,4190,3858,"(2527, 1246, 3007, 1726)",,
146,ako5r_0059_0059_2714_1052.jpg,page0059,page0059,69,4.97520190263176,3.4885933868002623,0.6781027571147606,0.5812586980052574,0.813668898637728,6.341367721557617,0.7750910751790235,33.98477589794509,0.0658984375,1.0,6467,4331,"(2714, 1052, 3194, 1532)",,
147,ako5r_0023_0023_1200_4339.jpg,page0023,page0023,91,4.705332270546789,3.481074351501582,0.6728911889801209,0.5943277688027284,0.7753888380603843,6.008557319641113,0.7656625374339776,22.548746484595213,0.04045138888888889,1.0,5571,4372,"(1200, 4339, 1680, 4819)",,
148,ako5r_0012_0012_1772_1772.jpg,page0012,page0012,3,6.063478878338192,3.479684519201974,0.6457753397165874,0.5122688263024295,0.8733988680369378,5.950740814208984,0.6761949793260423,27.672670622965015,0.040164930555555554,1.0,8273,3357,"(1772, 1772, 2252, 2252)",,
149,ako5r_0036_0036_3176_1532.jpg,page0036,page0036,51,5.075893672438714,3.479015552839763,0.6703254265879829,0.6020590868397493,0.756052824651504,6.41446590423584,0.8111219373515113,25.48951888890638,0.040546875,1.0,4468,2726,"(3176, 1532, 3656, 2012)",,
150,ako5r_0018_0018_1920_2631.jpg,page0018,page0018,7,5.853440620878745,3.4781235280833687,0.6670115613492944,0.6024096385542169,0.7471335605825844,6.721250534057617,0.7616246687707601,17.629139251916076,0.02,1.0,4482,3227,"(1920, 2631, 2400, 3111)",,
151,ako5r_0027_0027_2640_2779.jpg,page0027,page0027,10,5.6979429613541415,3.4779746846083004,0.641169895276749,0.5975080018289894,0.6917158704598318,6.13222599029541,0.8048487026006453,33.79718497887605,0.0637890625,1.0,8748,5589,"(2640, 2779, 3120, 3259)",,
152,ako5r_0042_0042_1006_1819.jpg,page0042,page0042,123,4.453644122691713,3.476814263438942,0.667112100188336,0.6249276480802624,0.715403969807101,5.733424186706543,0.7748649767935165,27.30787931597404,0.1332986111111111,1.0,5183,3577,"(1006, 1819, 1486, 2299)",,
153,ako5r_0013_0013_3579_3896.jpg,page0013,page0013,93,4.67069829977236,3.4688150944043885,0.6739536018154889,0.5356838214387262,0.9084380610412927,5.790170669555664,0.6955955928402792,20.406803617352857,0.021684027777777778,1.0,3517,1114,"(3579, 3896, 4059, 4376)",,
154,ako5r_0036_0036_1200_1772.jpg,page0036,page0036,13,5.5721892153299075,3.4663015474149157,0.6377263412791742,0.5428280396332994,0.7728349120433018,6.022668838500977,0.8079690330246929,34.746785324087675,0.07671006944444445,1.0,10799,5912,"(1200, 1772, 1680, 2252)",,
155,ako5r_0013_0013_0831_0831.jpg,page0013,page0013,32,5.292288983646856,3.466145428225631,0.6690924204786388,0.58866930171278,0.7749672917575229,6.033186912536621,0.6668467009909165,28.222234320678524,0.05248697916666667,1.0,3795,2293,"(831, 831, 1311, 1311)",,
156,ako5r_0033_0033_2446_1006.jpg,page0033,page0033,25,5.374739131042966,3.464515916924812,0.6551980730141648,0.604221635883905,0.7155685262094511,6.233194828033447,0.786192059755291,36.3114433547495,0.09619357638888888,1.0,12507,8909,"(2446, 1006, 2926, 1486)",,
157,ako5r_0012_0012_3416_2936.jpg,page0012,page0012,121,4.481808552638635,3.464004537794718,0.6658296056032029,0.5757062146892655,0.7894065092533503,5.85006046295166,0.7907466493415505,39.16816922796718,0.05407986111111111,1.0,7080,4701,"(3416, 2936, 3896, 3416)",,
158,ako5r_0020_0020_1200_1772.jpg,page0020,page0020,12,5.641062621287496,3.4571952216070274,0.6525896422368481,0.7017167381974249,0.6098912374307408,6.4377875328063965,0.7945564047386772,23.25016962338678,0.04799045138888889,1.0,4194,4873,"(1200, 1772, 1680, 2252)",,
159,ako5r_0049_0049_1246_4551.jpg,page0049,page0049,130,4.355755235393404,3.449151807264669,0.6671427160441097,0.6449211908931699,0.6909502262443439,5.908148765563965,0.802130868559879,42.62824011644013,0.10666666666666667,1.0,11420,8840,"(1246, 4551, 1726, 5031)",,
160,ako5r_0011_0011_0240_5040.jpg,page0011,page0011,45,5.131010415564335,3.443767903911637,0.6632176886452623,0.6208673250322027,0.7117685733070348,6.2792816162109375,0.7673552769910785,31.879812366384815,0.06677951388888889,1.0,9316,7605,"(240, 5040, 720, 5520)",,
161,ako5r_0014_0014_0480_1292.jpg,page0014,page0014,92,4.6971824095472625,3.4433997784630392,0.6626091322417785,0.6398258977149075,0.6870748299319728,5.956859588623047,0.771435841933333,22.695748113554494,0.07438368055555555,1.0,5514,3822,"(480, 1292, 960, 1772)",,
162,ako5r_0021_0021_3416_4117.jpg,page0021,page0021,96,4.668504078296131,3.4405000481681256,0.661714381144277,0.6028703009531969,0.7332880895826264,5.901856422424316,0.7650297689839801,33.32124292836179,0.08081597222222223,1.0,9337,5894,"(3416, 4117, 3896, 4597)",,
163,ako5r_0040_0040_1311_4339.jpg,page0040,page0040,84,4.8289243974965865,3.439329876683596,0.667048812819798,0.6507056451612904,0.6842340830256238,6.133650302886963,0.7580965169218886,35.50996680264064,0.06826822916666667,1.0,9920,8937,"(1311, 4339, 1791, 4819)",,
164,ako5r_0043_0043_3203_4311.jpg,page0043,page0043,53,5.066938529840509,3.437063578047383,0.6492159683437082,0.5801726392885169,0.7369120382673399,6.084153175354004,0.8097169899044585,41.648420208083095,0.12862847222222223,1.0,11469,7526,"(3203, 4311, 3683, 4791)",,
