rank,name,sketch_page,line_page,region_rank,region_score,tile_score,edge_f1,edge_precision,edge_recall,chamfer,orientation_entropy,rough_std,line_ink,support,rough_edges,line_edges,tile_bbox,decision,notes
21,ako5r_0027_0027_1486_4163.jpg,page0027,page0027,58,5.008598159529844,4.080011995001274,0.7385322763902455,0.6646451033243486,0.8309018567639257,4.527288436889648,0.6768982206231244,28.997767162123726,0.04325954861111111,1.0,8904,6032,"(1486, 4163, 1966, 4643)",,
22,ako5r_0011_0011_0526_2446.jpg,page0011,page0011,5,6.001782141534989,4.0736992164640835,0.7185644653625575,0.6310736677115988,0.8342189160467588,5.131946563720703,0.7590827529942956,25.567461922127322,0.030091145833333333,1.0,5104,2823,"(526, 2446, 1006, 2926)",,
23,ako5r_0008_0008_2446_0766.jpg,page0008,page0008,8,5.724889563441003,4.072451855251778,0.7208623470060744,0.6136469492314858,0.8734743694060212,4.796835422515869,0.7109672127605366,18.40052354052238,0.03672309027777778,1.0,4294,2458,"(2446, 766, 2926, 1246)",,
24,ako5r_0033_0033_2446_0766.jpg,page0033,page0033,25,5.374739131042966,4.05402663466881,0.7266425099727716,0.7384388038942976,0.7152171732370348,5.099775314331055,0.7931978475183983,35.4098860018272,0.07680989583333334,1.0,11504,9969,"(2446, 766, 2926, 1246)",,
25,ako5r_0018_0018_1246_0480.jpg,page0018,page0018,1,6.233926313833417,4.052984552407871,0.7292854938434854,0.6268636668905305,0.8717126363053239,5.440845966339111,0.7434078455728339,35.44692289896758,0.052196180555555555,1.0,7445,4677,"(1246, 480, 1726, 960)",,
26,ako5r_0049_0049_1966_4311.jpg,page0049,page0049,130,4.355755235393404,4.034655202324336,0.7280886449025344,0.618103448275862,0.8856877323420075,4.523280143737793,0.8068809015627639,24.80241384585265,0.04279079861111111,1.0,4640,2152,"(1966, 4311, 2446, 4791)",,
27,ako5r_0011_0011_3727_1006.jpg,page0011,page0011,11,5.650327630387615,4.026701770211543,0.7170221243006344,0.6827054017249206,0.7549713515335356,4.932234287261963,0.7256110770032761,20.960365946036575,0.09450520833333333,1.0,4406,2967,"(3727, 1006, 4207, 1486)",,
28,ako5r_0011_0011_3487_1486.jpg,page0011,page0011,11,5.650327630387615,4.022197656423555,0.7422584122252806,0.78695509668961,0.7023661270236613,5.466562271118164,0.6958361312033032,18.808742956168963,0.02842013888888889,1.0,3051,2409,"(3487, 1486, 3967, 1966)",,
29,ako5r_0011_0011_2686_1006.jpg,page0011,page0011,5,6.001782141534989,4.004267391479747,0.7043065560237173,0.7274224540214109,0.6826145552560647,5.1546630859375,0.7670840356858256,18.997576292676566,0.052569444444444446,1.0,3643,2968,"(2686, 1006, 3166, 1486)",,
30,ako5r_0052_0052_1791_4579.jpg,page0052,page0052,41,5.203652635811279,3.951688095835218,0.7351896778336113,0.6637282557592854,0.8238958097395244,5.386899948120117,0.7157147511493653,38.36986952043055,0.06184027777777778,1.0,8508,5298,"(1791, 4579, 2271, 5059)",,
31,ako5r_0011_0011_0240_5280.jpg,page0011,page0011,45,5.131010415564335,3.9474550630572667,0.7168658647068228,0.6595394736842105,0.7851063829787234,5.310685157775879,0.8195140109295977,39.17626260686316,0.06595486111111111,1.0,7904,4700,"(240, 5280, 720, 5760)",,
32,ako5r_0036_0036_1532_1440.jpg,page0036,page0036,70,4.96516062592923,3.9394844874899624,0.7056986589323943,0.6576827303354328,0.7612778315585673,4.764335632324219,0.7738552817543127,37.49992363391526,0.061163194444444444,1.0,6827,5165,"(1532, 1440, 2012, 1920)",,
33,ako5r_0026_0026_2954_1754.jpg,page0026,page0026,31,5.293630352459875,3.9336440485100495,0.7061045145326466,0.6613447403301602,0.7573627844712182,5.149918556213379,0.7988257927756389,40.00526819696934,0.11526041666666667,1.0,16598,11952,"(2954, 1754, 3434, 2234)",,
34,ako5r_0018_0018_1726_2779.jpg,page0018,page0018,2,6.132773043206202,3.9205978386583737,0.7112690205451616,0.6536436007348438,0.7800373521477485,5.8550944328308105,0.7940895281234098,30.612186379606403,0.04236545138888889,1.0,8165,4819,"(1726, 2779, 2206, 3259)",,
35,ako5r_0008_0008_1920_3259.jpg,page0008,page0008,75,4.921540074673752,3.917480298779991,0.737040477380596,0.6614785992217899,0.8320918059190658,5.145977020263672,0.6540528809108535,32.610418585621076,0.04920138888888889,1.0,6425,4967,"(1920, 3259, 2400, 3739)",,
36,ako5r_0008_0008_2446_2926.jpg,page0008,page0008,8,5.724889563441003,3.911771666940241,0.6967853924636193,0.6171145416428435,0.8000771158665896,5.180328369140625,0.7564711799176493,35.67666018626394,0.063671875,1.0,10494,5187,"(2446, 2926, 2926, 3406)",,
37,ako5r_0018_0018_1819_0766.jpg,page0018,page0018,72,4.945967932742508,3.895885825492547,0.7326272118678694,0.5801393728222997,0.9938603223330775,4.8476128578186035,0.5754714347569311,24.02223083612627,0.02049045138888889,1.0,2870,1303,"(1819, 766, 2299, 1246)",,
38,ako5r_0008_0008_0766_1726.jpg,page0008,page0008,8,5.724889563441003,3.8894211457731336,0.7001270355261956,0.7072792978833248,0.6931179775280899,5.576350212097168,0.8066532200567982,15.169200608638091,0.01738715277777778,1.0,1937,1424,"(766, 1726, 1246, 2206)",,
39,ako5r_0052_0052_2206_2539.jpg,page0052,page0052,65,4.978866814082908,3.888986461411527,0.7367366736050179,0.6531912823506518,0.8447879289723066,5.1351094245910645,0.6068686952402674,41.54715445669804,0.0900390625,1.0,20556,10869,"(2206, 2539, 2686, 3019)",,
40,ako5r_0050_0050_1976_4099.jpg,page0050,page0050,48,5.100864230860513,3.8888293392291207,0.7251376249377577,0.625537139349294,0.8624622609862462,5.039864540100098,0.632480609914093,29.330470383368795,0.04970486111111111,1.0,4887,2981,"(1976, 4099, 2456, 4579)",,
41,ako5r_0026_0026_3379_2714.jpg,page0026,page0026,31,5.293630352459875,3.882077598296345,0.7014637460646135,0.6272202823743738,0.7956432783728488,5.301154136657715,0.8011814280447994,41.42199284929339,0.09069010416666666,1.0,13174,8309,"(3379, 2714, 3859, 3194)",,
42,ako5r_0008_0008_2640_1819.jpg,page0008,page0008,75,4.921540074673752,3.876975156102314,0.7082713950162597,0.5914568433428039,0.8825845713262932,5.257450580596924,0.8110966074241726,32.66395942066928,0.0339453125,1.0,10207,5587,"(2640, 1819, 3120, 2299)",,
43,ako5r_0018_0018_1246_0720.jpg,page0018,page0018,1,6.233926313833417,3.8753293809138762,0.6946608785339724,0.5811859240786922,0.8631978953522362,5.584169387817383,0.7735735822593631,33.84763237760978,0.04401909722222222,1.0,7218,3421,"(1246, 720, 1726, 1200)",,
44,ako5r_0047_0047_1292_2936.jpg,page0047,page0047,47,5.119874974141329,3.8725527402610305,0.6985468901416625,0.5633466135458167,0.9191343963553531,4.627648830413818,0.6717085118928532,27.750999925763885,0.03323784722222222,1.0,3765,1756,"(1292, 2936, 1772, 3416)",,
45,ako5r_0011_0011_3247_1486.jpg,page0011,page0011,11,5.650327630387615,3.870156198146585,0.7189532260282472,0.7552169592580324,0.6860125260960334,5.767911911010742,0.7267791320616944,19.200419052252638,0.037235243055555554,1.0,3019,2395,"(3247, 1486, 3727, 1966)",,
46,ako5r_0023_0023_0960_4099.jpg,page0023,page0023,91,4.705332270546789,3.858859460179307,0.7241234365140428,0.6507295466388744,0.8161777469189376,5.487342834472656,0.7873887549020073,27.734060971857193,0.04894097222222222,1.0,7676,5761,"(960, 4099, 1440, 4579)",,
47,ako5r_0023_0023_1200_4099.jpg,page0023,page0023,91,4.705332270546789,3.8570418232002828,0.7241149545160455,0.6333416959357752,0.8452614670712119,5.579575538635254,0.8082278972063598,28.680382678748938,0.083046875,1.0,7972,5603,"(1200, 4099, 1680, 4579)",,
48,ako5r_0012_0012_1292_1772.jpg,page0012,page0012,3,6.063478878338192,3.85488220195642,0.6925130485776011,0.600816852966466,0.817239498090562,5.514769554138184,0.744088587370064,31.647664270578588,0.06545138888888889,1.0,9304,5499,"(1292, 1772, 1772, 2252)",,
49,ako5r_0012_0012_1551_1976.jpg,page0012,page0012,35,5.228617394011868,3.853109627116703,0.7107517843326321,0.5934485079649989,0.8858527985896871,5.330305099487305,0.7263988953115291,24.79796848518119,0.03235677083333333,1.0,4457,2269,"(1551, 1976, 2031, 2456)",,
50,ako5r_0018_0018_2059_3351.jpg,page0018,page0018,16,5.532110991896032,3.846086267598545,0.6949376004623526,0.5817307692307693,0.8628515046867291,5.321187973022461,0.7572740138835863,36.19793854277479,0.05894965277777778,1.0,9776,4054,"(2059, 3351, 2539, 3831)",,
51,ako5r_0013_0013_3579_3656.jpg,page0013,page0013,93,4.67069829977236,3.839031164847963,0.7261129789315126,0.6641287796388949,0.8008583690987124,5.416084289550781,0.738847978918379,22.661987890885,0.03215711805555556,1.0,4597,2330,"(3579, 3656, 4059, 4136)",,
52,ako5r_0008_0008_1006_0526.jpg,page0008,page0008,8,5.724889563441003,3.837889691620546,0.6956951413895593,0.6263628239499553,0.7822867298578199,5.704004287719727,0.80185175962568,40.054558749855346,0.09352430555555556,1.0,11190,6752,"(1006, 526, 1486, 1006)",,
53,ako5r_0013_0013_1052_1292.jpg,page0013,page0013,98,4.663383458458164,3.819806166116,0.7071231698913979,0.6133942161339422,0.8346627991298042,5.026735782623291,0.7375374430186799,25.26432050273236,0.025264756944444446,1.0,4599,2758,"(1052, 1292, 1532, 1772)",,
54,ako5r_0008_0008_2446_1726.jpg,page0008,page0008,8,5.724889563441003,3.8188685876165738,0.690254591532046,0.5556608884073673,0.910893778864439,5.702584266662598,0.8117238109658911,25.45082659977703,0.03676649305555556,1.0,7384,3681,"(2446, 1726, 2926, 2206)",,
55,ako5r_0011_0011_2287_1486.jpg,page0011,page0011,11,5.650327630387615,3.812852284175853,0.6865189716468885,0.6797799174690509,0.6933929800412939,5.2250261306762695,0.7221418843981533,15.481452804677856,0.025151909722222223,1.0,3635,2906,"(2287, 1486, 2767, 1966)",,
56,ako5r_0012_0012_1440_1052.jpg,page0012,page0012,14,5.569205352127592,3.8119674524260203,0.6886776232192806,0.5673244341265236,0.8760736196319019,5.386877059936523,0.7632174318722283,22.45746706741922,0.023428819444444443,1.0,3446,1630,"(1440, 1052, 1920, 1532)",,
57,ako5r_0052_0052_1976_4819.jpg,page0052,page0052,41,5.203652635811279,3.8084429350069677,0.6922898904223315,0.5566780093577202,0.9152542372881356,5.275646686553955,0.7769686560430116,39.945244978880936,0.05161024305555555,1.0,9404,4012,"(1976, 4819, 2456, 5299)",,
58,ako5r_0018_0018_1966_2400.jpg,page0018,page0018,1,6.233926313833417,3.7974526868366656,0.6945174233021362,0.6265715894164008,0.7789918053141296,6.001595497131348,0.7814808371903174,21.583337441905798,0.022530381944444445,1.0,5329,4027,"(1966, 2400, 2446, 2880)",,
59,ako5r_0020_0020_1551_1994.jpg,page0020,page0020,57,5.023334701412671,3.7904353275232356,0.7054685453908965,0.6681863230921705,0.7471570287926446,4.9284467697143555,0.6191021866246541,29.25164422404307,0.02158420138888889,1.0,5045,4133,"(1551, 1994, 2031, 2474)",,
60,ako5r_0018_0018_1486_0480.jpg,page0018,page0018,1,6.233926313833417,3.7835106555552493,0.7174825704696333,0.7211846821354462,0.7138182733450793,6.633247375488281,0.7784340978809247,31.639655484974853,0.045807291666666666,1.0,5301,3973,"(1486, 480, 1966, 960)",,
61,ako5r_0008_0008_2696_3194.jpg,page0008,page0008,81,4.868517674123647,3.7822654490799534,0.7024795169457272,0.614141713608064,0.8204997450280469,5.392230987548828,0.7725455134281694,32.630952594430596,0.044691840277777777,1.0,6746,3922,"(2696, 3194, 3176, 3674)",,
62,ako5r_0013_0013_0831_1071.jpg,page0013,page0013,32,5.292288983646856,3.778498831540597,0.6937148300617869,0.575482947770093,0.87308939323761,5.333752155303955,0.7285397059317822,27.00912049827676,0.041063368055555556,1.0,4193,2159,"(831, 1071, 1311, 1551)",,
63,ako5r_0042_0042_0720_1486.jpg,page0042,page0042,139,4.063070861169683,3.7733033045245143,0.7237883377111952,0.628673835125448,0.8528138528138528,5.062412261962891,0.6967292989820791,24.662562213135775,0.02473090277777778,1.0,2790,1386,"(720, 1486, 1200, 1966)",,
64,ako5r_0057_0057_2954_4560.jpg,page0057,page0057,134,4.255204705955209,3.772648818868883,0.7137042582262658,0.617770767613039,0.8449101796407186,5.068493843078613,0.7244319880749942,35.29335863842433,0.044596354166666664,1.0,5706,3340,"(2954, 4560, 3434, 5040)",,
65,ako5r_0020_0020_1440_2252.jpg,page0020,page0020,12,5.641062621287496,3.756816313464009,0.6893434215466611,0.6723098330241187,0.7072625698324022,5.588024616241455,0.7269309197323383,25.08832764156533,0.03208767361111111,1.0,4312,3580,"(1440, 2252, 1920, 2732)",,
66,ako5r_0036_0036_2252_2677.jpg,page0036,page0036,43,5.185747009210942,3.7548671578015176,0.6969864688099756,0.6058091286307054,0.8204715969989282,5.147132873535156,0.6518741713462867,21.667961982173715,0.07661458333333333,1.0,2651,1866,"(2252, 2677, 2732, 3157)",,
67,ako5r_0008_0008_2926_3203.jpg,page0008,page0008,8,5.724889563441003,3.752154400280026,0.6805130418094935,0.5933263816475496,0.7977369165487977,5.54046106338501,0.7486849617417629,23.099185224832933,0.027825520833333332,1.0,3836,2121,"(2926, 3203, 3406, 3683)",,
68,ako5r_0016_0016_2446_0526.jpg,page0016,page0016,6,5.933503435514612,3.744495190281894,0.6726046647323074,0.5725795622398281,0.814974182444062,5.604755401611328,0.7654967895192891,25.026707669768008,0.051983506944444445,1.0,7447,3486,"(2446, 526, 2926, 1006)",,
69,ako5r_0052_0052_1994_4579.jpg,page0052,page0052,79,4.882377994135488,3.7371058252605085,0.7030800261759549,0.6018345355775225,0.845279866332498,5.6424455642700195,0.7722976351430187,43.793124723258856,0.0795095486111111,1.0,11229,5985,"(1994, 4579, 2474, 5059)",,
70,ako5r_0060_0060_1071_2714.jpg,page0060,page0060,17,5.500081813833473,3.7362786843519444,0.6937516282089095,0.5771557469496565,0.869382612347753,5.332452774047852,0.6362485325524329,43.68353614829563,0.07396701388888889,1.0,9753,4762,"(1071, 2714, 1551, 3194)",,
71,ako5r_0036_0036_1551_1791.jpg,page0036,page0036,9,5.713012714112921,3.722700488202162,0.6822847511419213,0.634150436534587,0.7383263985205732,5.438531875610352,0.6775390006221098,35.26736741311419,0.05004340277777778,1.0,5956,4326,"(1551, 1791, 2031, 2271)",,
72,ako5r_0036_0036_3416_1292.jpg,page0036,page0036,51,5.075893672438714,3.7207573368581857,0.7069609198984529,0.5683494044242768,0.9349904397705545,6.017813682556152,0.7851642787641807,23.54867819420002,0.0251953125,1.0,3526,1569,"(3416, 1292, 3896, 1772)",,
73,ako5r_0030_0030_1292_2936.jpg,page0030,page0030,34,5.2633040739776655,3.7196417394251706,0.6870343823726579,0.6264536463427888,0.760586319218241,5.594694137573242,0.7673913049748502,37.09256014981415,0.12164930555555556,1.0,9201,6754,"(1292, 2936, 1772, 3416)",,
74,ako5r_0059_0059_2936_1071.jpg,page0059,page0059,114,4.513847094966868,3.719214783577696,0.7100922887989175,0.6520026894630679,0.7795451721138312,5.763063430786133,0.8053612018691308,40.826103608644644,0.09056857638888889,1.0,10411,8047,"(2936, 1071, 3416, 1551)",,
75,ako5r_0057_0057_3194_4560.jpg,page0057,page0057,134,4.255204705955209,3.7171245634181806,0.7167209714314771,0.6438123024556285,0.808251606357795,5.435680866241455,0.7279689670197564,40.97899318810316,0.0596484375,1.0,8226,5914,"(3194, 4560, 3674, 5040)",,
76,ako5r_0027_0027_2686_1246.jpg,page0027,page0027,39,5.2099254629625085,3.716185976081166,0.68673284228555,0.612718204488778,0.7810858143607706,5.723940849304199,0.8072763938373492,39.946985342951905,0.06587239583333333,1.0,16040,10278,"(2686, 1246, 3166, 1726)",,
77,ako5r_0012_0012_1052_1772.jpg,page0012,page0012,3,6.063478878338192,3.714604794856314,0.6696687888006322,0.6090364223144306,0.7437083641746854,5.56604528427124,0.7243373846342516,28.977386540700437,0.06616753472222223,1.0,8676,5404,"(1052, 1772, 1532, 2252)",,
78,ako5r_0060_0060_0591_2234.jpg,page0060,page0060,17,5.500081813833473,3.7140705086998653,0.6762829829238168,0.6082765497756357,0.7614100185528757,5.732719421386719,0.8177340078538808,37.808905649361456,0.1404079861111111,1.0,12034,8085,"(591, 2234, 1071, 2714)",,
79,ako5r_0051_0051_3019_4163.jpg,page0051,page0051,61,5.006758845385407,3.6986656206279904,0.683345292667566,0.547344885410844,0.9092757306226176,5.512129306793213,0.7916889898012397,32.96660276915012,0.04108072916666667,1.0,8945,3935,"(3019, 4163, 3499, 4643)",,
80,ako5r_0018_0018_1440_3351.jpg,page0018,page0018,7,5.853440620878745,3.684049361812971,0.6991340696765849,0.6092199961097062,0.8201840894148587,5.944903373718262,0.6241794938023595,24.535863603777724,0.031610243055555556,1.0,5141,3042,"(1440, 3351, 1920, 3831)",,
81,ako5r_0023_0023_3203_2299.jpg,page0023,page0023,71,4.964825368267264,3.675057237549606,0.6850343483343664,0.6105939004815409,0.7801456703533854,5.538402557373047,0.7660527526403672,31.730669691471242,0.07447482638888889,1.0,6230,3707,"(3203, 2299, 3683, 2779)",,
82,ako5r_0011_0011_0766_2926.jpg,page0011,page0011,5,6.001782141534989,3.6687480242565944,0.6650664255417685,0.7636792452830189,0.5890085813401497,5.7016496658325195,0.7296822871428201,16.498513702114444,0.030069444444444444,1.0,4240,5477,"(766, 2926, 1246, 3406)",,
83,ako5r_0027_0027_2400_2779.jpg,page0027,page0027,10,5.6979429613541415,3.668429190145334,0.6730762340805793,0.6127133608004709,0.7466324567030147,6.0338134765625,0.8188990885647708,36.2838579998828,0.06968315972222222,1.0,10194,6236,"(2400, 2779, 2880, 3259)",,
84,ako5r_0026_0026_1680_2446.jpg,page0026,page0026,117,4.50374240392434,3.667456573364855,0.689599065421415,0.6213485613880958,0.7746933505487411,5.090298175811768,0.7024494010393536,24.341540572242312,0.030694444444444444,1.0,4553,3098,"(1680, 2446, 2160, 2926)",,
85,ako5r_0016_0016_3203_0526.jpg,page0016,page0016,6,5.933503435514612,3.6673004439190406,0.6609513131198371,0.5314876787344083,0.8737971872686898,5.795062065124512,0.7894134700219576,27.445274829176867,0.04858940972222222,1.0,6574,2702,"(3203, 526, 3683, 1006)",,
86,ako5r_0012_0012_0480_2012.jpg,page0012,page0012,14,5.569205352127592,3.6662282961560777,0.707716332296992,0.806615776081425,0.6304202801867912,6.085705757141113,0.6367587291002512,16.21679314526303,0.036710069444444444,1.0,2751,2998,"(480, 2012, 960, 2492)",,
87,ako5r_0049_0049_3203_2631.jpg,page0049,page0049,130,4.355755235393404,3.6593850083304034,0.7135723672049437,0.6479002384008803,0.7940594059405941,5.071811676025391,0.5656527777521899,29.36023516837549,0.029908854166666665,1.0,5453,3535,"(3203, 2631, 3683, 3111)",,
88,ako5r_0012_0012_1052_1532.jpg,page0012,page0012,3,6.063478878338192,3.6585249676717564,0.6620391835956113,0.5718380062305296,0.7860262008733624,5.9111328125,0.7881945152421255,28.519239100368594,0.048828125,1.0,8025,4580,"(1052, 1532, 1532, 2012)",,
89,ako5r_0040_0040_1532_1791.jpg,page0040,page0040,30,5.2987385924617305,3.652469777503957,0.7011381491323808,0.7192203306192944,0.683942890670839,5.4849443435668945,0.5611963896077156,27.187625788563846,0.026336805555555554,1.0,4053,5113,"(1532, 1791, 2012, 2271)",,
90,ako5r_0052_0052_2059_2446.jpg,page0052,page0052,111,4.540131489396805,3.6498223920750776,0.7107510468741964,0.6236572675394427,0.826118559198837,5.521462440490723,0.6491749029908994,44.30269619915889,0.10180121527777777,1.0,23832,12382,"(2059, 2446, 2539, 2926)",,
91,ako5r_0042_0042_1200_3166.jpg,page0042,page0042,139,4.063070861169683,3.6473463781714623,0.6983631201759172,0.6757261410788382,0.7225693576605848,5.494118690490723,0.8061173577682105,27.274076182358982,0.05653211805555555,1.0,4820,4001,"(1200, 3166, 1680, 3646)",,
92,ako5r_0027_0027_1246_4163.jpg,page0027,page0027,58,5.008598159529844,3.646469000580462,0.6827198953609454,0.65599929471921,0.7117097306212204,5.414562225341797,0.7056153061432721,33.482086759963195,0.061857638888888886,1.0,11343,9095,"(1246, 4163, 1726, 4643)",,
93,ako5r_0008_0008_2640_2059.jpg,page0008,page0008,75,4.921540074673752,3.645322758896923,0.6822152670721299,0.5693196405648266,0.8509599378537344,5.349047660827637,0.7072811806259227,43.6140644875414,0.04650173611111111,1.0,15580,9011,"(2640, 2059, 3120, 2539)",,
94,ako5r_0008_0008_2446_1966.jpg,page0008,page0008,8,5.724889563441003,3.645075960319296,0.6645546619708426,0.5440341904294822,0.8536688220410458,5.745124340057373,0.7657426049505087,37.86567012170037,0.06128472222222222,1.0,14273,7114,"(2446, 1966, 2926, 2446)",,
95,ako5r_0047_0047_1532_2936.jpg,page0047,page0047,47,5.119874974141329,3.644401735124603,0.7006450511599782,0.6248210023866348,0.7974137931034483,5.700952529907227,0.6417321739811981,19.11920963287126,0.016197916666666666,1.0,2095,1160,"(1532, 2936, 2012, 3416)",,
96,ako5r_0013_0013_1071_1551.jpg,page0013,page0013,32,5.292288983646856,3.640020704698054,0.6599912645989959,0.5579636363636363,0.8076816031171723,5.469840049743652,0.8002363051309708,32.51547832439026,0.03944444444444444,1.0,6875,3593,"(1071, 1551, 1551, 2031)",,
97,ako5r_0052_0052_2206_2299.jpg,page0052,page0052,65,4.978866814082908,3.6320326382945125,0.6928512149300139,0.6064649312723428,0.8079354274044539,5.590079307556152,0.6737030038040469,45.97448877542142,0.09786458333333334,1.0,19861,10283,"(2206, 2299, 2686, 2779)",,
98,ako5r_0042_0042_0766_1819.jpg,page0042,page0042,123,4.453644122691713,3.6298646949653017,0.6971176443012074,0.6390708755211435,0.7667626491155903,5.6997833251953125,0.7702331501182127,23.575579971685734,0.031684027777777776,1.0,3358,2431,"(766, 1819, 1246, 2299)",,
99,ako5r_0008_0008_2686_0766.jpg,page0008,page0008,8,5.724889563441003,3.6282618657299097,0.6552568793979426,0.585854189336235,0.7433127572016461,5.592566013336182,0.7646965461141028,25.90107908692532,0.03532986111111111,1.0,9190,5832,"(2686, 766, 3166, 1246)",,
100,ako5r_0037_0037_0720_4357.jpg,page0037,page0037,90,4.713517083216061,3.6237466058689214,0.6875362092907324,0.690454790580622,0.6846421980725856,5.698624610900879,0.7734536488912818,28.336441967443193,0.08584201388888889,1.0,5563,4877,"(720, 4357, 1200, 4837)",,
101,ako5r_0025_0025_1071_1772.jpg,page0025,page0025,116,4.506425184322397,3.620139252771689,0.6831795663982801,0.5600082203041512,0.8758101609868284,5.6195597648620605,0.815236995130426,38.23823929749937,0.047730034722222224,1.0,9732,4783,"(1071, 1772, 1551, 2252)",,
102,ako5r_0008_0008_2446_3166.jpg,page0008,page0008,8,5.724889563441003,3.616005508220278,0.6616981104937097,0.5785600923387678,0.7727393264386104,5.939760684967041,0.7959170727862342,35.81739131403592,0.0377734375,1.0,6931,3771,"(2446, 3166, 2926, 3646)",,
103,ako5r_0040_0040_1551_4099.jpg,page0040,page0040,84,4.8289243974965865,3.615102157579955,0.6712888979928997,0.5639314946007291,0.8291336693064555,5.610527992248535,0.8205307580508447,41.64395357464872,0.07520833333333334,1.0,14539,8334,"(1551, 4099, 2031, 4579)",,
104,ako5r_0013_0013_1071_1071.jpg,page0013,page0013,32,5.292288983646856,3.6040227699024863,0.6721388924522047,0.5638071605813542,0.832002555094219,5.906316757202148,0.7884353894185802,30.105760420772427,0.044895833333333336,1.0,5642,3131,"(1071, 1071, 1551, 1551)",,
105,ako5r_0043_0043_3259_1819.jpg,page0043,page0043,63,5.0001658950413415,3.6024485906514654,0.712492940330027,0.662510626239728,0.7706323687031083,6.336597919464111,0.6965982357974397,21.24509260549934,0.02544704861111111,1.0,3529,1866,"(3259, 1819, 3739, 2299)",,
106,ako5r_0036_0036_0480_1052.jpg,page0036,page0036,13,5.5721892153299075,3.600093489128843,0.6788229241778747,0.581266261925412,0.815730892901311,5.6580705642700195,0.6272057484924839,36.87135753438656,0.05244357638888889,1.0,5765,4043,"(480, 1052, 960, 1532)",,
107,ako5r_0011_0011_0526_2206.jpg,page0011,page0011,5,6.001782141534989,3.5954764938000463,0.6561165795572904,0.5740144810941271,0.765625,5.8546552658081055,0.7322808114690191,29.541257972471318,0.03864149305555555,1.0,7458,3904,"(526, 2206, 1006, 2686)",,
108,ako5r_0011_0011_2527_0766.jpg,page0011,page0011,11,5.650327630387615,3.592698071717591,0.7009399070833139,0.6654135338345865,0.7404737384140062,6.608841896057129,0.7027722136928815,16.081298733371153,0.031584201388888886,1.0,3192,1942,"(2527, 766, 3007, 1246)",,
109,ako5r_0012_0012_1052_2012.jpg,page0012,page0012,3,6.063478878338192,3.5916788833387034,0.6568277669514507,0.6438403701561596,0.6703499079189686,5.9820356369018555,0.7549339699522765,27.492707461018213,0.14325520833333333,1.0,8645,6516,"(1052, 2012, 1532, 2492)",,
110,ako5r_0018_0018_1486_3019.jpg,page0018,page0018,2,6.132773043206202,3.5903281029903065,0.6785940324964004,0.6065010956902849,0.7701379879702795,6.091397762298584,0.6445468662100269,39.692385052101535,0.07516059027777777,1.0,13690,8479,"(1486, 3019, 1966, 3499)",,
111,ako5r_0016_0016_1726_2206.jpg,page0016,page0016,6,5.933503435514612,3.590293426332453,0.6708233976335006,0.6218130311614731,0.7282206525395224,5.5331268310546875,0.5659703613108695,21.74182770701117,0.03387586805555556,1.0,4236,2973,"(1726, 2206, 2206, 2686)",,
112,ako5r_0008_0008_2446_2686.jpg,page0008,page0008,8,5.724889563441003,3.5899916425751512,0.6681528195863852,0.5541910331384016,0.8411169956668272,5.8190412521362305,0.6928779506929018,29.348028992236713,0.058051215277777776,1.0,10260,4154,"(2446, 2686, 2926, 3166)",,
113,ako5r_0018_0018_1966_3499.jpg,page0018,page0018,2,6.132773043206202,3.589289307050273,0.6584127734184694,0.5928896017107725,0.7402179296681526,6.144868850708008,0.7827490126244101,32.62818781929999,0.045668402777777777,1.0,7482,4038,"(1966, 3499, 2446, 3979)",,
114,ako5r_0050_0050_1200_4800.jpg,page0050,page0050,88,4.772618492647125,3.587388969514727,0.6757966486142645,0.6125311433053429,0.7536362466211868,5.711901664733887,0.7936166068663912,44.50894065738822,0.11525173611111111,1.0,10837,7769,"(1200, 4800, 1680, 5280)",,
115,ako5r_0023_0023_0960_4551.jpg,page0023,page0023,86,4.778672137485191,3.587374142183745,0.6767142025196305,0.5807144472077775,0.810740257318665,5.826517105102539,0.8153821624791517,31.67047997804786,0.13802083333333334,1.0,8846,5363,"(960, 4551, 1440, 5031)",,
116,ako5r_0033_0033_2206_1006.jpg,page0033,page0033,25,5.374739131042966,3.5872645099609093,0.6733799524404042,0.6287929871881321,0.7247727272727272,5.971478462219238,0.7605619631828644,29.811127653618065,0.04248697916666667,1.0,5932,4400,"(2206, 1006, 2686, 1486)",,
117,ako5r_0016_0016_3166_0766.jpg,page0016,page0016,6,5.933503435514612,3.5856467056569765,0.6880020809175611,0.6110828673106253,0.7870739265161576,6.514011383056641,0.6980163279416343,22.6319269065487,0.02978732638888889,1.0,3934,2259,"(3166, 766, 3646, 1246)",,
118,ako5r_0049_0049_1966_4551.jpg,page0049,page0049,130,4.355755235393404,3.584948202203469,0.6738804727817547,0.5333333333333333,0.9150090415913201,5.314072608947754,0.7812463434690446,21.03483749896006,0.029309895833333332,1.0,2970,1106,"(1966, 4551, 2446, 5031)",,
119,ako5r_0033_0033_2206_0766.jpg,page0033,page0033,25,5.374739131042966,3.5822834043581055,0.6775956383890611,0.638779041028176,0.7214349775784753,6.147171974182129,0.771910921990977,31.401347646509173,0.05706163194444445,1.0,8092,5575,"(2206, 766, 2686, 1246)",,
